,Broader,N,PUBMEDID,AUTHOR,parentterm,STAGE,DATE,ACCESSION,DiseaseOrTrait
9891,European,11218.0,29392897.0,Hernandez-Fuentes MP,Other measurement,replication,2018-02-01,GCST005430,Graft survival time in renal transplantation (donor-recipient interaction)
8290,European,4188.0,29392897.0,Hernandez-Fuentes MP,Other measurement,initial,2018-02-01,GCST005430,Graft survival time in renal transplantation (donor-recipient interaction)
2330,Asian,731.0,29581620.0,Fujii R,Immune system disorder,initial,2018-02-01,GCST005556,Pollinosis
8849,European,5866.0,29392897.0,Hernandez-Fuentes MP,Other measurement,replication,2018-02-01,GCST005428,Graft survival time in renal transplantation (recipient effect)
8602,European,5027.0,29392897.0,Hernandez-Fuentes MP,Other measurement,replication,2018-02-01,GCST005429,Graft survival time in renal transplantation (donor effect)
8601,European,5027.0,29392897.0,Hernandez-Fuentes MP,Cardiovascular disease,replication,2018-02-01,GCST005426,Intracranial haemorrhage in renal transplantation (donors)
7777,European,3116.0,29378355.0,Stanne TM,Other measurement,initial,2018-02-01,GCST005412,Thrombin-activatable fibrinolysis inhibitor levels
7780,European,3124.0,29378355.0,Stanne TM,Hematological measurement,initial,2018-02-01,GCST005411,Thrombin-activatable fibrinolysis inhibitor activation peptide
7794,European,3148.0,29392897.0,Hernandez-Fuentes MP,Other measurement,replication,2018-02-01,GCST005431,Acute graft rejection in renal transplantation (recipient effect)
7795,European,3148.0,29392897.0,Hernandez-Fuentes MP,Other measurement,replication,2018-02-01,GCST005432,Acute graft rejection in renal transplantation (donor effect)
7317,European,2318.0,29392897.0,Hernandez-Fuentes MP,Other measurement,initial,2018-02-01,GCST005432,Acute graft rejection in renal transplantation (donor effect)
7796,European,3148.0,29392897.0,Hernandez-Fuentes MP,Other measurement,replication,2018-02-01,GCST005433,Acute graft rejection in renal transplantation (donor-recipient interaction)
7238,European,2204.0,29392897.0,Hernandez-Fuentes MP,Other measurement,initial,2018-02-01,GCST005429,Graft survival time in renal transplantation (donor effect)
8848,European,5866.0,29392897.0,Hernandez-Fuentes MP,"Other disease, Other measurement",replication,2018-02-01,GCST005427,End stage renal failure in renal transplantation (recipient effect)
9761,European,10088.0,29392897.0,Hernandez-Fuentes MP,Cardiovascular disease,initial,2018-02-01,GCST005426,Intracranial haemorrhage in renal transplantation (donors)
6694,European,1548.0,29398083.0,Lores-Motta L,Hematological measurement,initial,2018-02-01,GCST005365,Serum C3d:C3 ratio (systemic complement activation)
7570,European,2695.0,29392897.0,Hernandez-Fuentes MP,Other measurement,initial,2018-02-01,GCST005431,Acute graft rejection in renal transplantation (recipient effect)
7568,European,2689.0,29392897.0,Hernandez-Fuentes MP,Other measurement,initial,2018-02-01,GCST005428,Graft survival time in renal transplantation (recipient effect)
529,African American or Afro-Caribbean,139.0,29278617.0,Sucheston-Campbell LE,"Cancer, Response to drug, Neurological disorder",initial,2018-02-01,GCST005804,Taxane-induced peripheral neuropathy in breast cancer
7147,European,2123.0,29278617.0,Sucheston-Campbell LE,"Cancer, Response to drug, Neurological disorder",initial,2018-02-01,GCST005804,Taxane-induced peripheral neuropathy in breast cancer
6290,European,1098.0,29392897.0,Hernandez-Fuentes MP,Other measurement,initial,2018-02-01,GCST005433,Acute graft rejection in renal transplantation (donor-recipient interaction)
2223,Asian,560.0,29581620.0,Fujii R,Immune system disorder,replication,2018-02-01,GCST005556,Pollinosis
5707,European,697.0,29398083.0,Lores-Motta L,Hematological measurement,replication,2018-02-01,GCST005365,Serum C3d:C3 ratio (systemic complement activation)
9762,European,10088.0,29392897.0,Hernandez-Fuentes MP,"Other disease, Other measurement",initial,2018-02-01,GCST005427,End stage renal failure in renal transplantation (recipient effect)
11840,European,116255.0,29391395.0,Strawbridge RJ,Biological process,initial,2018-02-02,GCST005415,Self-reported risk-taking behaviour
13237,Hispanic or Latin American,4162.0,29394082.0,Burkart KM,Other measurement,replication,2018-02-02,GCST005418,FEV1
13238,Hispanic or Latin American,4162.0,29394082.0,Burkart KM,Other measurement,replication,2018-02-02,GCST005419,Lung function (FEV1/FVC)
2787,Asian,1634.0,29408531.0,Zhang D,Cardiovascular measurement,initial,2018-02-02,GCST005369,Serum uric acid levels
11738,European,94612.0,29394082.0,Burkart KM,Other measurement,replication,2018-02-02,GCST005419,Lung function (FEV1/FVC)
13467,Hispanic or Latin American,11822.0,29394082.0,Burkart KM,Other measurement,initial,2018-02-02,GCST005419,Lung function (FEV1/FVC)
13466,Hispanic or Latin American,11822.0,29394082.0,Burkart KM,Other measurement,initial,2018-02-02,GCST005418,FEV1
13304,Hispanic or Latin American,5616.0,29394082.0,Burkart KM,Other disease,initial,2018-02-02,GCST005417,Chronic obstructive pulmonary disease
13429,Hispanic or Latin American,10403.0,29394082.0,Burkart KM,Other measurement,initial,2018-02-02,GCST005416,Airflow obstruction
800,African American or Afro-Caribbean,876.0,29394082.0,Burkart KM,Other measurement,replication,2018-02-02,GCST005419,Lung function (FEV1/FVC)
7243,European,2209.0,29391396.0,McElroy SL,"Metabolic disorder, Neurological disorder",initial,2018-02-02,GCST005386,Binge eating behaviour and bipolar disorder
799,African American or Afro-Caribbean,876.0,29394082.0,Burkart KM,Other measurement,replication,2018-02-02,GCST005418,FEV1
6747,European,1610.0,29391396.0,McElroy SL,"Metabolic disorder, Neurological disorder",initial,2018-02-02,GCST005387,Binge eating behaviour in bipolar disorder
3258,Asian,2818.0,29408531.0,Zhang D,Cardiovascular measurement,replication,2018-02-02,GCST005369,Serum uric acid levels
11971,European,139473.0,29391395.0,Strawbridge RJ,Biological process,replication,2018-02-02,GCST005415,Self-reported risk-taking behaviour
11737,European,94612.0,29394082.0,Burkart KM,Other measurement,replication,2018-02-02,GCST005418,FEV1
4345,Asian,19311.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006033,Relative wall thickness
4182,Asian,12303.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST006000,Immunoglobulin measurement (zinc sulfate turbidity test)
4358,Asian,19676.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006008,Left ventricular internal dimension in diastole
4351,Asian,19586.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006007,Left ventricular internal dimension in systole
3980,Asian,8600.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006024,E/A ratio
4331,Asian,18348.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST006015,Fibrinogen levels
4350,Asian,19580.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006029,Fractional shortening
4348,Asian,19516.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006006,Ejection fraction
4347,Asian,19373.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006027,Posterior wall thickness
4327,Asian,17837.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006025,Left ventricular mass index
10624,European,22250.0,29422769.0,Shah RL,"Neurological disorder, Other trait",initial,2018-02-05,GCST005803,Corneal astigmatism
4045,Asian,9120.0,29422769.0,Shah RL,"Neurological disorder, Other trait",initial,2018-02-05,GCST005803,Corneal astigmatism
4342,Asian,19076.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006026,Left ventricular mass
4346,Asian,19318.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006028,Interventricular septum thickness
4530,Asian,62076.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST005975,Eosinophil counts
4598,Asian,134182.0,29403010.0,Kanai M,Liver enzyme measurement,initial,2018-02-05,GCST005998,Alanine transaminase levels
4577,Asian,108794.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST005996,Red blood cell count
6638,European,1497.0,29404672.0,Roshandel D,"Other measurement, Metabolic disorder",initial,2018-02-05,GCST005437,Random C-peptide levels in type I diabetes
4543,Asian,75391.0,29403010.0,Kanai M,Inflammatory measurement,initial,2018-02-05,GCST006012,C-reactive protein levels
4613,Asian,139818.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST005986,Blood urea nitrogen levels
4611,Asian,136597.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST005979,Systolic blood pressure
4542,Asian,72866.0,29403010.0,Kanai M,Lipid or lipoprotein measurement,initial,2018-02-05,GCST006004,Low density lipoprotein cholesterol levels
4541,Asian,71701.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST005982,Calcium levels
4610,Asian,136482.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST006010,Mean arterial pressure
4540,Asian,70657.0,29403010.0,Kanai M,Lipid or lipoprotein measurement,initial,2018-02-05,GCST006005,High density lipoprotein cholesterol levels
4578,Asian,109029.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST005983,Serum uric acid levels
4481,Asian,37767.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST006018,Activated partial thromboplastin time
4497,Asian,42790.0,29403010.0,Kanai M,"Other measurement, Hematological measurement",initial,2018-02-05,GCST006001,Hemoglobin A1c levels
4579,Asian,110207.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST005980,Total bilirubin levels
4607,Asian,136249.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006009,Pulse pressure
4576,Asian,108769.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST005995,Hemoglobin
6487,European,1303.0,29404672.0,Roshandel D,"Other measurement, Metabolic disorder",initial,2018-02-05,GCST005435,Stimulated C-peptide levels in type I diabetes
4533,Asian,62076.0,29403010.0,Kanai M,Inflammatory measurement,initial,2018-02-05,GCST005976,White blood cell count (basophil)
4532,Asian,62076.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST005997,Lymphocyte counts
4562,Asian,98538.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST005990,Non-albumin protein levels
4597,Asian,134154.0,29403010.0,Kanai M,Liver enzyme measurement,initial,2018-02-05,GCST005999,Aspartate aminotransferase levels
4596,Asian,132938.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST006031,Potassium levels
4531,Asian,62076.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST005977,Monocyte count
4591,Asian,128305.0,29403010.0,Kanai M,Lipid or lipoprotein measurement,initial,2018-02-05,GCST006034,Total cholesterol levels
4589,Asian,127304.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST006032,Sodium levels
4588,Asian,126402.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST006030,Chloride levels
4587,Asian,126319.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST006013,Lactate dehydrogenase levels
4529,Asian,62076.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST005974,Neutrophil count
4583,Asian,118309.0,29403010.0,Kanai M,Liver enzyme measurement,initial,2018-02-05,GCST006019,Gamma glutamyl transferase levels
4582,Asian,113509.0,29403010.0,Kanai M,"Hematological measurement, Other measurement",initial,2018-02-05,GCST005989,Serum total protein level
4525,Asian,58110.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST006017,Prothrombin time
4498,Asian,42793.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST005981,Phosphorus levels
4575,Asian,108757.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST005994,Hematocrit
4612,Asian,136615.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST005978,Diastolic blood pressure
4619,Asian,143658.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST005984,Glomerular filtration rate
4568,Asian,105597.0,29403010.0,Kanai M,Lipid or lipoprotein measurement,initial,2018-02-05,GCST006003,Triglyceride levels
4563,Asian,98626.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST005987,Albumin-globulin ratio
7061,European,2019.0,29404672.0,Roshandel D,"Other measurement, Metabolic disorder",initial,2018-02-05,GCST005438,Fasting C-peptide levels in type I diabetes
8012,European,3479.0,29404672.0,Roshandel D,"Other measurement, Metabolic disorder",initial,2018-02-05,GCST005436,C-peptide levels in type I diabetes
4618,Asian,142097.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST005985,Creatinine levels
4574,Asian,108728.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST005992,Mean corpuscular hemoglobin concentration
4565,Asian,105030.0,29403010.0,Kanai M,Liver enzyme measurement,initial,2018-02-05,GCST006016,Serum alkaline phosphatase levels
4569,Asian,106080.0,29403010.0,Kanai M,Cardiovascular measurement,initial,2018-02-05,GCST006014,Creatine kinase levels
4570,Asian,107964.0,29403010.0,Kanai M,"Hematological measurement, Inflammatory measurement",initial,2018-02-05,GCST005973,White blood cell count
4551,Asian,93146.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST006002,Blood sugar levels
4573,Asian,108256.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST006011,Mean corpuscular volume
4571,Asian,108054.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST005993,Mean corpuscular hemoglobin
4564,Asian,102223.0,29403010.0,Kanai M,Other measurement,initial,2018-02-05,GCST005988,Serum albumin level
4572,Asian,108208.0,29403010.0,Kanai M,Hematological measurement,initial,2018-02-05,GCST005991,Platelet count
10000,European,12456.0,29436472.0,Casalone E,Other disease,initial,2018-02-07,GCST005572,Osteoarthritis of the hip (with total joint replacement)
11435,European,63556.0,29436472.0,Casalone E,Other disease,replication,2018-02-07,GCST005573,Osteoarthritis of the hip or knee
9910,European,11475.0,29436472.0,Casalone E,Other disease,replication,2018-02-07,GCST005572,Osteoarthritis of the hip (with total joint replacement)
9911,European,11475.0,29436472.0,Casalone E,Other disease,replication,2018-02-07,GCST005574,Osteoarthritis of the knee (with total joint replacement)
10215,European,15353.0,29436472.0,Casalone E,Other disease,initial,2018-02-07,GCST005573,Osteoarthritis of the hip or knee
9979,European,12127.0,29436472.0,Casalone E,Other disease,initial,2018-02-07,GCST005574,Osteoarthritis of the knee (with total joint replacement)
11774,European,107364.0,29436472.0,Casalone E,Other disease,replication,2018-02-07,GCST005571,Osteoarthritis of the hip or knee (with total joint replacement)
10214,European,15353.0,29436472.0,Casalone E,Other disease,initial,2018-02-07,GCST005571,Osteoarthritis of the hip or knee (with total joint replacement)
46,African,114.0,29432556.0,Brooke RJ,Other disease,initial,2018-02-08,GCST005518,Premature menopause in childhood cancer survivors
10593,European,21536.0,29422604.0,Klein AP,Cancer,initial,2018-02-08,GCST005434,Pancreatic cancer
5698,European,685.0,29432556.0,Brooke RJ,Other disease,initial,2018-02-08,GCST005518,Premature menopause in childhood cancer survivors
668,African American or Afro-Caribbean,394.0,29425463.0,Bime C,Other disease,initial,2018-02-09,GCST005805,Acute respiratory distress syndrome
655,African American or Afro-Caribbean,362.0,29425463.0,Bime C,Other disease,replication,2018-02-09,GCST005805,Acute respiratory distress syndrome
5590,European,607.0,29425463.0,Bime C,Other disease,replication,2018-02-09,GCST005805,Acute respiratory distress syndrome
252,African,2946.0,29452408.0,Shiga Y,Neurological disorder,replication,2018-02-14,GCST005388,Glaucoma (primary open-angle)
11140,European,40480.0,29452408.0,Shiga Y,Neurological disorder,replication,2018-02-14,GCST005388,Glaucoma (primary open-angle)
921,African American or Afro-Caribbean,1432.0,29452408.0,Shiga Y,Neurological disorder,replication,2018-02-14,GCST005388,Glaucoma (primary open-angle)
4385,Asian,22567.0,29452408.0,Shiga Y,Neurological disorder,replication,2018-02-14,GCST005388,Glaucoma (primary open-angle)
4388,Asian,22795.0,29452408.0,Shiga Y,Neurological disorder,initial,2018-02-14,GCST005388,Glaucoma (primary open-angle)
13421,Hispanic or Latin American,8805.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006193,Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test)
4160,Asian,11603.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006192,Systolic blood pressure x smoking status (ever vs never) interaction (2df test)
4159,Asian,11603.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006191,Diastolic blood pressure x smoking status (ever vs never) interaction (1df test)
4161,Asian,11603.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006193,Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test)
2900,Asian,1835.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006189,Systolic blood pressure x smoking status (ever vs never) interaction (1df test)
13419,Hispanic or Latin American,8805.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006191,Diastolic blood pressure x smoking status (ever vs never) interaction (1df test)
2906,Asian,1835.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006195,Systolic blood pressure x smoking status (current vs non-current) interaction (2df test)
2905,Asian,1835.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006194,Diastolic blood pressure x smoking status (current vs non-current) interaction (1df test)
4162,Asian,11603.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006194,Diastolic blood pressure x smoking status (current vs non-current) interaction (1df test)
12350,European,285041.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006190,Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)
2899,Asian,1835.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006186,Systolic blood pressure x smoking status (current vs non-current) interaction (1df test)
2901,Asian,1835.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006190,Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)
2902,Asian,1835.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006191,Diastolic blood pressure x smoking status (ever vs never) interaction (1df test)
12349,European,285041.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006189,Systolic blood pressure x smoking status (ever vs never) interaction (1df test)
2904,Asian,1835.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006193,Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test)
2903,Asian,1835.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006192,Systolic blood pressure x smoking status (ever vs never) interaction (2df test)
4158,Asian,11603.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006190,Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)
4163,Asian,11603.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006195,Systolic blood pressure x smoking status (current vs non-current) interaction (2df test)
3781,Asian,6340.0,29246937.0,Li Y,"Digestive system disorder, Cancer",replication,2018-02-15,GCST005570,Hepatitis B virus-related hepatocellular carcinoma
13420,Hispanic or Latin American,8805.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006192,Systolic blood pressure x smoking status (ever vs never) interaction (2df test)
4157,Asian,11603.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006189,Systolic blood pressure x smoking status (ever vs never) interaction (1df test)
1546,African American or Afro-Caribbean,25814.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006190,Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)
12351,European,285041.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006191,Diastolic blood pressure x smoking status (ever vs never) interaction (1df test)
2476,Asian,952.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006190,Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)
2477,Asian,952.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006191,Diastolic blood pressure x smoking status (ever vs never) interaction (1df test)
2478,Asian,952.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006192,Systolic blood pressure x smoking status (ever vs never) interaction (2df test)
2479,Asian,952.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006193,Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test)
2480,Asian,952.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006194,Diastolic blood pressure x smoking status (current vs non-current) interaction (1df test)
2481,Asian,952.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006195,Systolic blood pressure x smoking status (current vs non-current) interaction (2df test)
12401,European,305832.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006187,Diastolic blood pressure (cigarette smoking interaction)
1358,African American or Afro-Caribbean,7785.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006194,Diastolic blood pressure x smoking status (current vs non-current) interaction (1df test)
1357,African American or Afro-Caribbean,7785.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006193,Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test)
1356,African American or Afro-Caribbean,7785.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006186,Systolic blood pressure x smoking status (current vs non-current) interaction (1df test)
1301,African American or Afro-Caribbean,6180.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006189,Systolic blood pressure x smoking status (ever vs never) interaction (1df test)
1302,African American or Afro-Caribbean,6180.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006190,Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)
1303,African American or Afro-Caribbean,6180.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006191,Diastolic blood pressure x smoking status (ever vs never) interaction (1df test)
1304,African American or Afro-Caribbean,6180.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006192,Systolic blood pressure x smoking status (ever vs never) interaction (2df test)
12387,European,300070.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006186,Systolic blood pressure x smoking status (current vs non-current) interaction (1df test)
2625,Asian,1274.0,29246937.0,Li Y,"Digestive system disorder, Cancer",initial,2018-02-15,GCST005570,Hepatitis B virus-related hepatocellular carcinoma
12388,European,300070.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006193,Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test)
3970,Asian,8373.0,29449654.0,Gharahkhani P,"Other measurement, Neurological disorder",initial,2018-02-15,GCST005409,Open-angle glaucoma and vertical cup-disc ratio
3969,Asian,8352.0,29449654.0,Gharahkhani P,"Other measurement, Neurological disorder",initial,2018-02-15,GCST005408,Open-angle glaucoma and intra-ocular pressure
12389,European,300070.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006194,Diastolic blood pressure x smoking status (current vs non-current) interaction (1df test)
12390,European,300070.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006195,Systolic blood pressure x smoking status (current vs non-current) interaction (2df test)
2475,Asian,952.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006189,Systolic blood pressure x smoking status (ever vs never) interaction (1df test)
4156,Asian,11603.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006186,Systolic blood pressure x smoking status (current vs non-current) interaction (1df test)
2474,Asian,952.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006186,Systolic blood pressure x smoking status (current vs non-current) interaction (1df test)
1360,African American or Afro-Caribbean,7786.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006187,Diastolic blood pressure (cigarette smoking interaction)
12352,European,285041.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006192,Systolic blood pressure x smoking status (ever vs never) interaction (2df test)
13418,Hispanic or Latin American,8805.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006190,Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)
11109,European,39399.0,29449654.0,Gharahkhani P,"Other measurement, Neurological disorder",initial,2018-02-15,GCST005408,Open-angle glaucoma and intra-ocular pressure
13417,Hispanic or Latin American,8805.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006189,Systolic blood pressure x smoking status (ever vs never) interaction (1df test)
13416,Hispanic or Latin American,8805.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006188,Systolic blood pressure (cigarette smoking interaction)
13415,Hispanic or Latin American,8805.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006187,Diastolic blood pressure (cigarette smoking interaction)
4599,Asian,135505.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006186,Systolic blood pressure x smoking status (current vs non-current) interaction (1df test)
4600,Asian,135505.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006189,Systolic blood pressure x smoking status (ever vs never) interaction (1df test)
4601,Asian,135505.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006190,Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)
4602,Asian,135505.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006191,Diastolic blood pressure x smoking status (ever vs never) interaction (1df test)
4603,Asian,135505.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006192,Systolic blood pressure x smoking status (ever vs never) interaction (2df test)
4604,Asian,135505.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006193,Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test)
4605,Asian,135505.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006194,Diastolic blood pressure x smoking status (current vs non-current) interaction (1df test)
4606,Asian,135505.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006195,Systolic blood pressure x smoking status (current vs non-current) interaction (2df test)
13414,Hispanic or Latin American,8805.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006186,Systolic blood pressure x smoking status (current vs non-current) interaction (1df test)
4608,Asian,136451.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006187,Diastolic blood pressure (cigarette smoking interaction)
3863,Asian,7307.0,29449654.0,Gharahkhani P,"Other measurement, Neurological disorder",initial,2018-02-15,GCST005410,Open-angle glaucoma and optic disc area
4609,Asian,136451.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006188,Systolic blood pressure (cigarette smoking interaction)
12402,European,305832.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006188,Systolic blood pressure (cigarette smoking interaction)
3867,Asian,7339.0,29449654.0,Gharahkhani P,"Other measurement, Neurological disorder",initial,2018-02-15,GCST005406,Open-angle glaucoma and optic cup area
1361,African American or Afro-Caribbean,7786.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006188,Systolic blood pressure (cigarette smoking interaction)
1359,African American or Afro-Caribbean,7785.0,29455858.0,Sung YJ,Other measurement,replication,2018-02-15,GCST006195,Systolic blood pressure x smoking status (current vs non-current) interaction (2df test)
10968,European,33720.0,29449654.0,Gharahkhani P,"Other measurement, Neurological disorder",initial,2018-02-15,GCST005409,Open-angle glaucoma and vertical cup-disc ratio
9714,European,9821.0,29449654.0,Gharahkhani P,Neurological disorder,initial,2018-02-15,GCST005407,Glaucoma (primary open-angle)
11590,European,80551.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006190,Diastolic blood pressure x smoking status (ever vs never) interaction (2df test)
11585,European,80542.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006186,Systolic blood pressure x smoking status (current vs non-current) interaction (1df test)
11586,European,80542.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006193,Diastolic blood pressure x smoking status (current vs non-current) interaction (2df test)
11587,European,80542.0,29455858.0,Sung YJ,Other measurement,initial,2018-02-15,GCST006194,Diastolic blood pressure x smoking status (current vs non-current) interaction (1df test)
