DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	PLATFORM [SNPS PASSING QC]	ASSOCIATION COUNT	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2016-12-16	26989097	Coleman JR	2016-03-17	Br J Psychiatry	www.ncbi.nlm.nih.gov/pubmed/26989097	Genome-wide association study of response to cognitive-behavioural therapy in children with anxiety disorders.	Response to cognitive-behavioural therapy in anxiety disorder	Up to 902 European ancestry cases, up to 78 cases	NA	Illumina [3017604] (imputed)	12	anxiety disorder, cognitive behavioural therapy	http://www.ebi.ac.uk/efo/EFO_0006788, http://www.ebi.ac.uk/efo/EFO_0007820	GCST003469	Genome-wide genotyping array
2017-01-16	27149122	Smith JG	2016-05-05	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/27149122	Discovery of Genetic Variation on Chromosome 5q22 Associated with Mortality in Heart Failure.	Mortality in heart failure	1798 European ancestry cases, 1030 European ancestry controls	889 European ancestry cases, 981 European ancestry controls	Affymetrix, Illumina [2500000] (imputed)	2	heart failure, mortality	http://www.ebi.ac.uk/efo/EFO_0003144, http://www.ebi.ac.uk/efo/EFO_0004352	GCST003539	Genome-wide genotyping array
2017-01-16	27151647	Chen G	2016-05-05	Addict Biol	www.ncbi.nlm.nih.gov/pubmed/27151647	An association study revealed substantial effects of dominance, epistasis and substance dependence co-morbidity on alcohol dependence symptom count.	Alcohol dependence symptom count	2,605 European ancestry individuals, 1,233 African American individuals	NA	Illumina [974863]	6	alcohol dependence measurement	http://www.ebi.ac.uk/efo/EFO_0007835	GCST003538	Genome-wide genotyping array
2017-04-21	27454463	Jones AV	2016-11-01	Pain	www.ncbi.nlm.nih.gov/pubmed/27454463	Genome-wide association analysis of pain severity in dysmenorrhea identifies association at chromosome 1p13.2, near the nerve growth factor locus.	Dysmenorrheic pain	1,785 European ancestry individuals with no pain, 3,478 European ancestry individuals with little pain, 4,208 European ancestry individuals with moderate pain, 2,420 European ancestry individuals with extreme pain	NA	Illumina [11942402] (imputed)	6	dysmenorrheic pain measurement	http://www.ebi.ac.uk/efo/EFO_0007889	GCST003927	Genome-wide genotyping array
2018-01-11	29229094	Condreay L	2017-10-26	Respir Med	www.ncbi.nlm.nih.gov/pubmed/29229094	No genetic association detected with mepolizumab efficacy in severe asthma.	Response to mepolizumab in severe asthma	820 European ancestry individuals	NA	Affymetrix, Illumina [NR] (imputed)	2	response to mepolizumab, asthma	http://www.ebi.ac.uk/efo/EFO_0008459, http://www.ebi.ac.uk/efo/EFO_0000270	GCST005115	Genome-wide genotyping array
2018-01-29	29220522	Liu F	2017-12-06	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/29220522	Meta-analysis of genome-wide association studies identifies 8 novel loci involved in shape variation of human head hair.	Hair shape	16,763 European ancestry individuals	2,340 European ancestry individuals, 2,899 Han Chinese ancestry individuals, 709 Uyghur ancestry individuals, 6,238 Latin American individuals, 15 South American, South Asian or Middle Eastern individuals	Illumina [up to 9350000] (imputed)	11	hair shape measurement	http://www.ebi.ac.uk/efo/EFO_0007824	GCST005191	Genome-wide genotyping array
2017-03-27	27696742	Yau MS	2016-10-01	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/27696742	Genome-Wide Association Study of Radiographic Knee Osteoarthritis in North American Caucasians.	Knee osteoarthritis	2,672 European ancestry cases, 1,776 European ancestry controls	1,226 European ancestry cases, 1,392 European ancestry controls	Illumina [at least 8248570] (imputed)	6	osteoarthritis, knee	http://www.ebi.ac.uk/efo/EFO_0004616	GCST003820	Genome-wide genotyping array
2018-02-02	29251981	Weafer J	2017-12-01	Exp Clin Psychopharmacol	www.ncbi.nlm.nih.gov/pubmed/29251981	Hierarchical investigation of genetic influences on response inhibition in healthy young adults.	Inhibitory control	934 European ancestry individuals	NA	Illumina [4873750] (imputed)	9	behavioural inhibitory control measurement	http://www.ebi.ac.uk/efo/EFO_0008467	GCST005246	Genome-wide genotyping array
2016-12-20	27106561	Cornelis MC	2016-04-23	Obesity (Silver Spring)	www.ncbi.nlm.nih.gov/pubmed/27106561	A genome-wide investigation of food addiction.	Food addiction	up to 9,314 European ancestry individuals	NA	Affymetrix, Illumina [~ 31000000] (imputed)	11	eating behaviour, food addiction measurement	http://www.ebi.ac.uk/efo/EFO_0007829, http://www.ebi.ac.uk/efo/EFO_0007830	GCST003489	Genome-wide genotyping array
2018-01-18	29235454	Choquet H	2017-12-13	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29235454	A large multi-ethnic genome-wide association study identifies novel genetic loci for intraocular pressure.	Intraocular pressure	56,819 European ancestry individuals, 5,748 Hispanic/Latino individuals, 5,119 East Asian ancestry individuals, 2,070 African American individuals	37,930 European and Asian ancestry individuals	Affymetrix [at least 665000] (imputed)	56	intraocular pressure measurement	http://www.ebi.ac.uk/efo/EFO_0004695	GCST005170	Genome-wide genotyping array
2018-02-02	29230059	Sanchez-Roige S	2017-12-11	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/29230059	Genome-wide association study of delay discounting in 23,217 adult research participants of European ancestry.	Delayed reward discounting	23,127 European ancestry individuals	928 European ancestry individuals	Illumina [11508756] (imputed)	1	delayed reward discounting measurement	http://www.ebi.ac.uk/efo/EFO_0008476	GCST005248	Genome-wide genotyping array
2016-12-06	27064253	Zhou W	2016-04-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27064253	Mosaic loss of chromosome Y is associated with common variation near TCL1A.	Mosaic loss of chromosome Y	895 cases, 11,474 controls	NA	Illumina [2595310]	1	mosaic loss of chromosome Y measurement	http://www.ebi.ac.uk/efo/EFO_0007783	GCST003421	Genome-wide genotyping array
2018-02-06	29253858	Bohman A	2017-12-18	PLoS One	www.ncbi.nlm.nih.gov/pubmed/29253858	A family-based genome-wide association study of chronic rhinosinusitis with nasal polyps implicates several genes in the disease pathogenesis.	Chronic rhinosinusitis with nasal polyps	406 European ancestry cases, 376 European ancestry controls (first degree relatives)	NA	Illumina [233409]	2	chronic rhinosinusitis with nasal polyps	http://www.ebi.ac.uk/efo/EFO_1002029	GCST005268	Genome-wide genotyping array
2018-02-02	29217827	Sanders AR	2017-12-07	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/29217827	Genome-Wide Association Study of Male Sexual Orientation.	Male sexual orientation	1,077 European ancestry homosexual men, 1,231 European ancestry heterosexual men	NA	Affymetrix [5642880] (imputed)	2	male homosexuality	http://www.ebi.ac.uk/efo/EFO_0008486	GCST005247	Genome-wide genotyping array
2018-02-23	29326435	Hill WD	2018-01-11	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/29326435	A combined analysis of genetically correlated traits identifies 187 loci and a role for neurogenesis and myelination in intelligence.	Intelligence (MTAG)	120,934 British ancestry individuals, 127,548 individuals	NA	Affymetrix [NR]	645	intelligence	http://www.ebi.ac.uk/efo/EFO_0004337	GCST005316	Genome-wide genotyping array
2018-05-11	29273593	Duan L	2017-12-22	Stroke	www.ncbi.nlm.nih.gov/pubmed/29273593	Novel Susceptibility Loci for Moyamoya Disease Revealed by a Genome-Wide Association Study.	Moyamoya disease	755 Han Chinese ancestry cases, 2,031 Han Chinese ancestry controls	724 Han Chinese ancestry cases, 3,043 Han Chinese ancestry controls	Illumina [747089]	35	Moyamoya disease	http://www.orpha.net/ORDO/Orphanet_2573	GCST005575	Genome-wide genotyping array
2017-11-27	29030599	Joshi PK	2017-10-13	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/29030599	Genome-wide meta-analysis associates HLA-DQA1/DRB1 and LPA and lifestyle factors with human longevity.	Parental lifespan	up to 586,626 European ancestry individuals, up to 19,433 African ancestry individuals	NA	Affymetrix, Illumina [at least 13643373] (imputed)	5	parental longevity	http://www.ebi.ac.uk/efo/EFO_0007796	GCST004983	Genome-wide genotyping array
2018-02-09	29263008	Guerreiro R	2018-01-01	Lancet Neurol	www.ncbi.nlm.nih.gov/pubmed/29263008	Investigating the genetic architecture of dementia with Lewy bodies: a two-stage genome-wide association study.	Dementia with Lewy bodies	1,216 European ancestry cases, 3,791 European ancestry controls	527 European ancestry cases, 663 European ancestry controls	Illumina [8397716] (imputed)	4	Lewy body dementia	http://www.ebi.ac.uk/efo/EFO_0006792	GCST005276	Genome-wide genotyping array
2017-11-17	29018042	Schierding W	2017-10-10	J Med Genet	www.ncbi.nlm.nih.gov/pubmed/29018042	GWAS on prolonged gestation (post-term birth): analysis of successive Finnish birth cohorts.	Post-term birth	1,167 European ancestry post-term-born individuals, 3,625 European ancestry term-born individuals	NA	Illumina [at least 3855963] (imputed)	0	gestational age	http://www.ebi.ac.uk/efo/EFO_0005112	GCST004951	Genome-wide genotyping array
2018-07-30	27618447	Surendran P	2016-10-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27618447	Trans-ancestry meta-analyses identify rare and common variants associated with blood pressure and hypertension.	Diastolic blood pressure	up to 165,276 European ancestry individuals, up to 27,487 South Asian ancestry individuals	up to 125,713 European ancestry individuals, up to 2,641 South Asian ancestry individuals, 4,632 Hispanic individuals, 22,077 African American individuals	Illumina [242296]	44	diastolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006336	GCST006020	Targeted genotyping array [Exome array]
2018-07-30	27618447	Surendran P	2016-10-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27618447	Trans-ancestry meta-analyses identify rare and common variants associated with blood pressure and hypertension.	Systolic blood pressure	up to 165,276 European ancestry individuals, up to 27,487 South Asian ancestry individuals	up to 125,713 European ancestry individuals, up to 2,641 South Asian ancestry individuals, 4,632 Hispanic individuals, 22,077 African American individuals	Illumina [242296]	45	systolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006335	GCST006021	Targeted genotyping array [Exome array]
2018-07-30	27618447	Surendran P	2016-10-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27618447	Trans-ancestry meta-analyses identify rare and common variants associated with blood pressure and hypertension.	Pulse pressure	up to 165,276 European ancestry individuals, up to 27,487 South Asian ancestry individuals	up to 125,713 European ancestry individuals, up to 2,641 South Asian ancestry individuals, 4,632 Hispanic individuals, 22,077 African American individuals	Illumina [242296]	17	pulse pressure measurement	http://www.ebi.ac.uk/efo/EFO_0005763	GCST006022	Targeted genotyping array [Exome array]
2018-07-30	27618447	Surendran P	2016-10-01	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/27618447	Trans-ancestry meta-analyses identify rare and common variants associated with blood pressure and hypertension.	Hypertension	up to 83,330 European ancestry cases, up to 73,760 European ancestry controls, up to 9,322 South Asian ancestry cases, up to 16,861 South Asian ancestry controls	up to 125,713 European ancestry individuals, up to 2,641 South Asian ancestry individuals, 4,632 Hispanic individuals, 22,077 African American individuals	Illumina [242296]	12	hypertension	http://www.ebi.ac.uk/efo/EFO_0000537	GCST006023	Targeted genotyping array [Exome array]
2018-04-06	29404672	Roshandel D	2018-02-05	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/29404672	Meta-genome-wide association studies identify a locus on chromosome 1 and multiple variants in the MHC region for serum C-peptide in type 1 diabetes.	Stimulated C-peptide levels in type I diabetes	1,303 European ancestry individuals	NA	Illumina [8978838] (imputed)	2	C-peptide measurement, type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0005187, http://www.ebi.ac.uk/efo/EFO_0001359	GCST005435	Genome-wide genotyping array
2018-04-06	29404672	Roshandel D	2018-02-05	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/29404672	Meta-genome-wide association studies identify a locus on chromosome 1 and multiple variants in the MHC region for serum C-peptide in type 1 diabetes.	Fasting C-peptide levels in type I diabetes	2,019 European ancestry individuals	NA	Illumina [8375292] (imputed)	0	C-peptide measurement, type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0005187, http://www.ebi.ac.uk/efo/EFO_0001359	GCST005438	Genome-wide genotyping array
2018-04-06	29404672	Roshandel D	2018-02-05	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/29404672	Meta-genome-wide association studies identify a locus on chromosome 1 and multiple variants in the MHC region for serum C-peptide in type 1 diabetes.	Random C-peptide levels in type I diabetes	1,497 European ancestry individuals	NA	Illumina [8320327] (imputed)	1	C-peptide measurement, type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0005187, http://www.ebi.ac.uk/efo/EFO_0001359	GCST005437	Genome-wide genotyping array
2018-04-06	29404672	Roshandel D	2018-02-05	Diabetologia	www.ncbi.nlm.nih.gov/pubmed/29404672	Meta-genome-wide association studies identify a locus on chromosome 1 and multiple variants in the MHC region for serum C-peptide in type 1 diabetes.	C-peptide levels in type I diabetes	3,479 European ancestry individuals	NA	Illumina [7988630] (imputed)	4	C-peptide measurement, type I diabetes mellitus	http://www.ebi.ac.uk/efo/EFO_0005187, http://www.ebi.ac.uk/efo/EFO_0001359	GCST005436	Genome-wide genotyping array
2018-07-24	29868224	Sallah N	2017-11-27	Glob Health Epidemiol Genom	www.ncbi.nlm.nih.gov/pubmed/29868224	Whole-genome association study of antibody response to Epstein-Barr virus in an African population: a pilot.	Epstein Barr virus nuclear antigen 1 IgG levels	1,473 Ugandan ancestry individuals, 2,162 European ancestry individuals	NA	Illumina [up to 17000000] (imputed)	2	Epstein Barr virus nuclear antigen 1 IgG measurement	http://www.ebi.ac.uk/efo/EFO_0007790	GCST005963	Genome-wide genotyping array, Genome-wide sequencing
2018-07-23	29868224	Sallah N	2017-11-27	Glob Health Epidemiol Genom	www.ncbi.nlm.nih.gov/pubmed/29868224	Whole-genome association study of antibody response to Epstein-Barr virus in an African population: a pilot.	Epstein Barr virus nuclear antigen 1 IgG seropositivity	1,201 Ugandan ancestry cases, 361 Ugandan ancestry controls	NA	Illumina [~ 17000000] (imputed)	1	Epstein Barr virus nuclear antigen-1 seropositivity	http://www.ebi.ac.uk/efo/EFO_0009271	GCST005941	Genome-wide genotyping array, Genome-wide sequencing
2018-07-23	29868224	Sallah N	2017-11-27	Glob Health Epidemiol Genom	www.ncbi.nlm.nih.gov/pubmed/29868224	Whole-genome association study of antibody response to Epstein-Barr virus in an African population: a pilot.	Viral capsid antigen IgG levels	1,473 Ugandan ancestry individuals	NA	Illumina [~ 17000000] (imputed)	0	Epstein Barr viral capsid antigen IgG measurement	http://www.ebi.ac.uk/efo/EFO_0009274	GCST005942	Genome-wide genotyping array, Genome-wide sequencing
2018-07-23	29868224	Sallah N	2017-11-27	Glob Health Epidemiol Genom	www.ncbi.nlm.nih.gov/pubmed/29868224	Whole-genome association study of antibody response to Epstein-Barr virus in an African population: a pilot.	Viral capsid antigen IgG seropositivity	1,344 Ugandan ancestry cases, 218 Ugandan ancestry controls	NA	Illumina [~ 17000000] (imputed)	4	Epstein Barr viral capsid antigen seropositivity	http://www.ebi.ac.uk/efo/EFO_0009272	GCST005944	Genome-wide genotyping array, Genome-wide sequencing
2018-07-23	29868224	Sallah N	2017-11-27	Glob Health Epidemiol Genom	www.ncbi.nlm.nih.gov/pubmed/29868224	Whole-genome association study of antibody response to Epstein-Barr virus in an African population: a pilot.	Epstein-Barr virus immune response (multivariate analysis)	1,473 Ugandan ancestry individuals	NA	Illumina [~ 17000000] (imputed)	1	anti-Epstein Barr virus antibody measurement	http://www.ebi.ac.uk/efo/EFO_0009273	GCST005943	Genome-wide genotyping array, Genome-wide sequencing
2018-09-06	25817017	Carmona FD	2015-03-26	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/25817017	A large-scale genetic analysis reveals a strong contribution of the HLA class II region to giant cell arteritis susceptibility.	Giant cell arteritis	1,651 European ancestry cases, 15,306 European ancestry controls	NA	Illumina [95416]	3	temporal arteritis	http://www.ebi.ac.uk/efo/EFO_1001209	GCST006198	Targeted genotyping array [ImmunoChip]
2017-08-08	27363682	Mitchell JS	2016-07-01	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/27363682	Genome-wide association study identifies multiple susceptibility loci for multiple myeloma.	Multiple myeloma	7,319 European ancestry cases, 234,385 European ancestry controls	2,547 European ancestry cases, 4,803 European ancestry controls	Illumina [at least 7182761] (imputed)	23	multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	GCST004483	Genome-wide genotyping array
2018-07-13	29212154	Lin E	2017-09-16	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/29212154	Detection of susceptibility loci on APOA5 and COLEC12 associated with metabolic syndrome using a genome-wide association study in a Taiwanese population.	Metabolic syndrome	1,811 Taiwanese Han Chinese ancestry cases, 8,489 Taiwanese Han Chinese ancestry controls	NA	Affymetrix [583469]	2	metabolic syndrome	http://www.ebi.ac.uk/efo/EFO_0000195	GCST005871	Genome-wide genotyping array
2018-07-13	29212154	Lin E	2017-09-16	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/29212154	Detection of susceptibility loci on APOA5 and COLEC12 associated with metabolic syndrome using a genome-wide association study in a Taiwanese population.	Waist circumference	1,811 Taiwanese Han Chinese individuals with metabolic syndrome, 8,489 Taiwanese Han Chinese ancestry individuals without metabolic syndrome	NA	Affymetrix [583469]	1	waist circumference	http://www.ebi.ac.uk/efo/EFO_0004342	GCST005872	Genome-wide genotyping array
2018-07-13	29212154	Lin E	2017-09-16	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/29212154	Detection of susceptibility loci on APOA5 and COLEC12 associated with metabolic syndrome using a genome-wide association study in a Taiwanese population.	Triglyceride levels	1,811 Taiwanese Han Chinese individuals with metabolic syndrome, 8,489 Taiwanese Han Chinese ancestry individuals without metabolic syndrome	NA	Affymetrix [583469]	1	triglyceride measurement	http://www.ebi.ac.uk/efo/EFO_0004530	GCST005873	Genome-wide genotyping array
2018-07-13	29212154	Lin E	2017-09-16	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/29212154	Detection of susceptibility loci on APOA5 and COLEC12 associated with metabolic syndrome using a genome-wide association study in a Taiwanese population.	HDL cholesterol	1,811 Taiwanese Han Chinese individuals with metabolic syndrome, 8,489 Taiwanese Han Chinese ancestry individuals without metabolic syndrome	NA	Affymetrix [583469]	1	high density lipoprotein cholesterol measurement	http://www.ebi.ac.uk/efo/EFO_0004612	GCST005874	Genome-wide genotyping array
2018-07-13	29212154	Lin E	2017-09-16	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/29212154	Detection of susceptibility loci on APOA5 and COLEC12 associated with metabolic syndrome using a genome-wide association study in a Taiwanese population.	Diastolic blood pressure	1,811 Taiwanese Han Chinese individuals with metabolic syndrome, 8,489 Taiwanese Han Chinese ancestry individuals without metabolic syndrome	NA	Affymetrix [583469]	1	diastolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006336	GCST005875	Genome-wide genotyping array
2018-07-13	29212154	Lin E	2017-09-16	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/29212154	Detection of susceptibility loci on APOA5 and COLEC12 associated with metabolic syndrome using a genome-wide association study in a Taiwanese population.	Systolic blood pressure	1,811 Taiwanese Han Chinese individuals with metabolic syndrome, 8,489 Taiwanese Han Chinese ancestry individuals without metabolic syndrome	NA	Affymetrix [583469]	1	systolic blood pressure	http://www.ebi.ac.uk/efo/EFO_0006335	GCST005876	Genome-wide genotyping array
2018-07-13	29212154	Lin E	2017-09-16	Oncotarget	www.ncbi.nlm.nih.gov/pubmed/29212154	Detection of susceptibility loci on APOA5 and COLEC12 associated with metabolic syndrome using a genome-wide association study in a Taiwanese population.	Fasting blood glucose	1,811 Taiwanese Han Chinese individuals with metabolic syndrome, 8,489 Taiwanese Han Chinese ancestry individuals without metabolic syndrome	NA	Affymetrix [583469]	1	fasting blood glucose measurement	http://www.ebi.ac.uk/efo/EFO_0004465	GCST005877	Genome-wide genotyping array
2018-11-08	24342994	Lencz T	2014-02-01	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24342994	Molecular genetic evidence for overlap between general cognitive ability and risk for schizophrenia: a report from the Cognitive Genomics consorTium (COGENT).	General cognitive ability	4,896 European ancestry individuals	NR	Affymetrix, Illumina [up to 1078289] (imputed)	7	intelligence	http://www.ebi.ac.uk/efo/EFO_0004337	GCST006523	Genome-wide genotyping array
2018-01-26	29212897	Salminen A	2017-12-01	Circ Cardiovasc Genet	www.ncbi.nlm.nih.gov/pubmed/29212897	Genetic Variants Contributing to Circulating Matrix Metalloproteinase 8 Levels and Their Association With Cardiovascular Diseases: A Genome-Wide Analysis.	Matrix metalloproteinase-8 levels	6,049 Finnish ancestry individuals	NA	Illumina [at least 2300000] (imputed)	2	matrix metalloproteinase 8 measurement	http://www.ebi.ac.uk/efo/EFO_0008466	GCST005187	Genome-wide genotyping array
2017-09-29	28808816	Xu C	2017-08-14	Biogerontology	www.ncbi.nlm.nih.gov/pubmed/28808816	A genome-wide association study of cognitive function in Chinese adult twins.	Cognitive function	139 Chinese ancestry dizygotic twin pairs	NA	Illumina [1048575]	12	cognitive function measurement	http://www.ebi.ac.uk/efo/EFO_0008354	GCST004823	Genome-wide genotyping array
2017-09-15	28654678	Mandage R	2017-06-27	PLoS One	www.ncbi.nlm.nih.gov/pubmed/28654678	Genetic factors affecting EBV copy number in lymphoblastoid cell lines derived from the 1000 Genome Project samples.	Epstein-Barr virus copy number in lymphoblastoid cell lines	389 East Asian ancestry individuals, 189 South Asian ancestry individuals, 492 European ancestry individuals, 467 Sub-Saharan African ancestry individuals, 59 African American individuals, 157 Hispanic/Latino individuals	NA	NR [at least 880000]	42	Epstein-Barr virus infection	http://www.ebi.ac.uk/efo/EFO_0000769	GCST004735	Genome-wide genotyping array
2017-09-14	24166409	Gelernter J	2014-01-01	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24166409	Genome-wide association study of alcohol dependence:significant findings in African- and European-Americans including novel risk loci.	Alcohol dependence	4,629 African American individuals, 5,131 European ancestry individuals	801 African American individuals, 1,746 European ancestry individuals	Illumina [up to 10421983] (imputed)	49	alcohol dependence measurement	http://www.ebi.ac.uk/efo/EFO_0007835	GCST004711	Genome-wide genotyping array
2017-09-14	24166409	Gelernter J	2014-01-01	Mol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/24166409	Genome-wide association study of alcohol dependence:significant findings in African- and European-Americans including novel risk loci.	Alcohol dependence	2,415 African American cases, 1,798 African American controls, 2,669 European ancestry cases, 2,002 European ancestry controls	324 African American cases, 327 African American controls, 2,269 European ancestry cases, 2,975 European ancestry controls	Illumina [up to 10421983] (imputed)	19	alcohol dependence	http://www.ebi.ac.uk/efo/EFO_0003829	GCST004712	Genome-wide genotyping array
2018-04-25	23459209	Faraco J	2013-01-01	PLoS Genet	www.ncbi.nlm.nih.gov/pubmed/23459209	ImmunoChip study implicates antigen presentation to T cells in narcolepsy.	Narcolepsy	1,886 European ancestry cases, 10,421 European ancestry controls	NA	Illumina [111240]	8	narcolepsy with cataplexy	http://www.ebi.ac.uk/efo/EFO_0000614	GCST005522	Targeted genotyping array [ImmunoChip]
2017-09-28	28763065	Xia K	2017-08-01	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/28763065	Genome-wide association analysis identifies common variants influencing infant brain volumes.	Brain volume in infants (white matter)	295 European, African American, Asian, Native American and other admixed ancestry infants, 17 European, African American, Asian, Native American and other admixed ancestry sibling pairs, 116 European, African American, Asian, Native American and other admixed ancestry twin pairs.	NA	Affymetrix [8762422] (imputed)	6	infant white matter volume measurement	http://www.ebi.ac.uk/efo/EFO_0008370	GCST004795	Genome-wide genotyping array
2017-09-28	28763065	Xia K	2017-08-01	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/28763065	Genome-wide association analysis identifies common variants influencing infant brain volumes.	Brain volume in infants (cerebrospinal fluid)	295 European, African American, Asian, Native American and other admixed ancestry infants, 17 European, African American, Asian, Native American and other admixed ancestry sibling pairs, 116 European, African American, Asian, Native American and other admixed ancestry twin pairs.	NA	Affymetrix [8762422] (imputed)	4	infant cerebrospinal fluid volume measurement	http://www.ebi.ac.uk/efo/EFO_0008367	GCST004796	Genome-wide genotyping array
2017-09-28	28763065	Xia K	2017-08-01	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/28763065	Genome-wide association analysis identifies common variants influencing infant brain volumes.	Brain volume in infants (grey matter)	295 European, African American, Asian, Native American and other admixed ancestry infants, 17 European, African American, Asian, Native American and other admixed ancestry sibling pairs, 116 European, African American, Asian, Native American and other admixed ancestry twin pairs.	NA	Affymetrix [8762422] (imputed)	12	infant grey matter volume measurement	http://www.ebi.ac.uk/efo/EFO_0008368	GCST004797	Genome-wide genotyping array
2017-09-28	28763065	Xia K	2017-08-01	Transl Psychiatry	www.ncbi.nlm.nih.gov/pubmed/28763065	Genome-wide association analysis identifies common variants influencing infant brain volumes.	Brain volume in infants (intracranial brain volume)	295 European, African American, Asian, Native American and other admixed ancestry infants, 17 European, African American, Asian, Native American and other admixed ancestry sibling pairs, 116 European, African American, Asian, Native American and other admixed ancestry twin pairs.	NA	Affymetrix [8762422] (imputed)	3	infant intracranial volume measurement	http://www.ebi.ac.uk/efo/EFO_0008369	GCST004794	Genome-wide genotyping array
2017-08-10	27325353	Matteini AM	2016-06-21	Aging Cell	www.ncbi.nlm.nih.gov/pubmed/27325353	GWAS analysis of handgrip and lower body strength in older adults in the CHARGE consortium.	Hand grip strength	27,581 European ancestry individuals	6,393 individuals	Affymetrix, Illumina [2725778] (imputed)	4	grip strength measurement	http://www.ebi.ac.uk/efo/EFO_0006941	GCST004494	Genome-wide genotyping array
2017-08-10	27325353	Matteini AM	2016-06-21	Aging Cell	www.ncbi.nlm.nih.gov/pubmed/27325353	GWAS analysis of handgrip and lower body strength in older adults in the CHARGE consortium.	Lower body strength	9,822 European ancestry individuals	NA	Affymetrix, Illumina [2725778] (imputed)	11	lower body strength measurement	http://www.ebi.ac.uk/efo/EFO_0007999	GCST004493	Genome-wide genotyping array
2017-09-28	28680059	Song X	2017-07-05	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/28680059	GWAS follow-up study of esophageal squamous cell carcinoma identifies potential genetic loci associated with family history of upper gastrointestinal cancer.	Family history of upper gastrointestinal cancer in esophageal squamous cell carcinoma	1,034 East Asian ancestry cases with family history of upper gastrointestinal cancer, 2,268 East Asian ancestry cases without family history of upper gastrointestinal cancer	up to 2,801 East Asian ancestry cases with family history of upper gastrointestinal cancer, 3,136 East Asian ancestry cases without family history of upper gastrointestinal cancer	NR [NR] (imputed)	0	esophageal squamous cell carcinoma, family history of upper gastrointestinal cancer	http://www.ebi.ac.uk/efo/EFO_0005922, http://www.ebi.ac.uk/efo/EFO_0008346	GCST004799	Genome-wide genotyping array
2017-09-28	28738859	de Jong K	2017-07-24	Respir Res	www.ncbi.nlm.nih.gov/pubmed/28738859	Genes and pathways underlying susceptibility to impaired lung function in the context of environmental tobacco smoke exposure.	Forced expiratory volume in 1 second (environmental tobacco smoke interaction)	10,817 European ancestry individuals	1,156 European ancestry individuals, 1,276 individuals	Illumina [227981]	3	forced expiratory volume, environmental tobacco smoke exposure measurement	http://www.ebi.ac.uk/efo/EFO_0004314, http://www.ebi.ac.uk/efo/EFO_0008361	GCST004800	Genome-wide genotyping array
2017-03-30	27611488	Almoguera B	2016-09-09	Am J Respir Crit Care Med	www.ncbi.nlm.nih.gov/pubmed/27611488	Identification of Four Novel Loci in Asthma in European American and African American Populations.	Adult asthma	337 African American allergic asthma cases, 321 African American non-allergic asthma cases, 1,367 African American controls, 466 European American allergic asthma cases, 626 European American non-allergic asthma cases, 7,878 European American controls	NA	Affymetrix, Illumina [NR] (imputed)	24	asthma	http://www.ebi.ac.uk/efo/EFO_0000270	GCST003833	Genome-wide genotyping array
