EFO URI,STUDY ACCESSION,PUBMEDID,ASSOCIATION COUNT
http://www.ebi.ac.uk/efo/efo_0008428,GCST004930,28878392,7
http://www.ebi.ac.uk/efo/efo_0008429,GCST004931,28878392,4
http://www.ebi.ac.uk/efo/efo_0008430,GCST004932,28878392,3
http://www.ebi.ac.uk/efo/efo_0008427,GCST004929,28878392,7
http://www.ebi.ac.uk/efo/efo_0008426,GCST004928,28878392,5
http://www.ebi.ac.uk/efo/efo_0008425,GCST004927,28878392,9
http://www.ebi.ac.uk/efo/efo_0008423,GCST004924,28878392,6
http://www.ebi.ac.uk/efo/efo_0008424,GCST004926,28878392,6
http://www.ebi.ac.uk/efo/efo_0005193,GCST004925,28878392,9
http://www.ebi.ac.uk/efo/efo_0000699,GCST004878,24097067,15
http://www.ebi.ac.uk/efo/efo_0000699,GCST004879,24097067,3
http://www.ebi.ac.uk/efo/efo_0000699,GCST005532,24097067,6
http://www.ebi.ac.uk/efo/efo_0000729,GCST001934,23511034,1
http://www.ebi.ac.uk/efo/efo_0000729,GCST001938,23511034,7
http://www.ebi.ac.uk/efo/efo_0004767,GCST003162,26480920,0
http://www.ebi.ac.uk/efo/efo_0004766,GCST003165,26480920,0
http://www.ebi.ac.uk/efo/efo_0004765,GCST003167,26480920,0
http://www.ebi.ac.uk/efo/efo_0004764,GCST003169,26480920,0
http://www.ebi.ac.uk/efo/efo_0004767,GCST003163,26480920,0
http://www.ebi.ac.uk/efo/efo_0004766,GCST003170,26480920,9
http://www.ebi.ac.uk/efo/efo_0004765,GCST003171,26480920,4
http://www.ebi.ac.uk/efo/efo_0004765,GCST003172,26480920,1
http://www.ebi.ac.uk/efo/efo_0004767,GCST003173,26480920,3
http://www.ebi.ac.uk/efo/efo_0004765,GCST003166,26480920,0
http://www.ebi.ac.uk/efo/efo_0004764,GCST003168,26480920,0
http://www.ebi.ac.uk/efo/efo_0004766,GCST003164,26480920,0
http://www.ebi.ac.uk/efo/efo_0003047,GCST001623,22841784,6
http://www.ebi.ac.uk/efo/efo_0001422,GCST001623,22841784,6
http://www.ebi.ac.uk/efo/efo_0003829,GCST001052,21529783,8
http://www.ebi.ac.uk/efo/efo_0003829,GCST001055,21529783,2
http://www.ebi.ac.uk/efo/efo_0003829,GCST001053,21529783,6
http://www.ebi.ac.uk/efo/efo_0003829,GCST001054,21529783,6
http://www.ebi.ac.uk/efo/efo_0004354,GCST003453,26955885,14
http://www.ebi.ac.uk/efo/efo_0004354,GCST003454,26955885,10
http://www.ebi.ac.uk/efo/efo_0005208,GCST001923,23535967,6
http://www.ebi.ac.uk/efo/efo_0004318,GCST001696,23049750,3
http://www.ebi.ac.uk/efo/efo_0006527,GCST006186,29455858,9
http://www.ebi.ac.uk/efo/efo_0006335,GCST006186,29455858,9
http://www.ebi.ac.uk/efo/efo_0006527,GCST006195,29455858,95
http://www.ebi.ac.uk/efo/efo_0006335,GCST006195,29455858,95
http://www.ebi.ac.uk/efo/efo_0006527,GCST006194,29455858,9
http://www.ebi.ac.uk/efo/efo_0006336,GCST006194,29455858,9
http://www.ebi.ac.uk/efo/efo_0006527,GCST006193,29455858,97
http://www.ebi.ac.uk/efo/efo_0006336,GCST006193,29455858,97
http://www.ebi.ac.uk/efo/efo_0006527,GCST006192,29455858,88
http://www.ebi.ac.uk/efo/efo_0006335,GCST006192,29455858,88
http://www.ebi.ac.uk/efo/efo_0006527,GCST006191,29455858,2
http://www.ebi.ac.uk/efo/efo_0006336,GCST006191,29455858,2
http://www.ebi.ac.uk/efo/efo_0006527,GCST006190,29455858,91
http://www.ebi.ac.uk/efo/efo_0006336,GCST006190,29455858,91
http://www.ebi.ac.uk/efo/efo_0006527,GCST006189,29455858,0
http://www.ebi.ac.uk/efo/efo_0006335,GCST006189,29455858,0
http://www.ebi.ac.uk/efo/efo_0006527,GCST006188,29455858,46
http://www.ebi.ac.uk/efo/efo_0006335,GCST006188,29455858,46
http://www.ebi.ac.uk/efo/efo_0006527,GCST006187,29455858,45
http://www.ebi.ac.uk/efo/efo_0006336,GCST006187,29455858,45
http://www.ebi.ac.uk/efo/efo_0000692,GCST006292,29503163,10
http://purl.obolibrary.org/obo/go_0097332,GCST006292,29503163,10
http://www.ebi.ac.uk/efo/efo_0000692,GCST006298,29503163,6
http://purl.obolibrary.org/obo/go_1905119,GCST006298,29503163,6
http://www.ebi.ac.uk/efo/efo_0000692,GCST006297,29503163,5
http://purl.obolibrary.org/obo/go_0097334,GCST006297,29503163,5
http://www.ebi.ac.uk/efo/efo_0000692,GCST006296,29503163,9
http://purl.obolibrary.org/obo/go_0097337,GCST006296,29503163,9
http://www.ebi.ac.uk/efo/efo_0000692,GCST006295,29503163,15
http://purl.obolibrary.org/obo/go_0097335,GCST006295,29503163,15
http://www.ebi.ac.uk/efo/efo_0000692,GCST006285,29503163,2
http://www.ebi.ac.uk/efo/efo_0009261,GCST006285,29503163,2
http://purl.obolibrary.org/obo/go_0097332,GCST006285,29503163,2
http://www.ebi.ac.uk/efo/efo_0000692,GCST006294,29503163,1
http://purl.obolibrary.org/obo/go_0097336,GCST006294,29503163,1
http://www.ebi.ac.uk/efo/efo_0000692,GCST006293,29503163,2
http://purl.obolibrary.org/obo/go_0097333,GCST006293,29503163,2
http://www.ebi.ac.uk/efo/efo_0001378,GCST004483,27363682,23
http://www.ebi.ac.uk/efo/efo_0009184,GCST005845,29497042,11
http://www.ebi.ac.uk/efo/efo_0009185,GCST005850,29497042,14
http://www.ebi.ac.uk/efo/efo_0009185,GCST005849,29497042,14
http://www.ebi.ac.uk/efo/efo_0009185,GCST005848,29497042,18
http://www.ebi.ac.uk/efo/efo_0009185,GCST005847,29497042,16
http://www.ebi.ac.uk/efo/efo_0009185,GCST005846,29497042,15
http://www.ebi.ac.uk/efo/efo_0007016,GCST005721,29489655,6
http://www.ebi.ac.uk/efo/efo_0005939,GCST005721,29489655,6
http://www.ebi.ac.uk/efo/efo_0007018,GCST005728,29489655,5
http://www.ebi.ac.uk/efo/efo_0005939,GCST005728,29489655,5
http://www.ebi.ac.uk/efo/efo_0007017,GCST005727,29489655,5
http://www.ebi.ac.uk/efo/efo_0005939,GCST005727,29489655,5
http://www.ebi.ac.uk/efo/efo_0007019,GCST005726,29489655,2
http://www.ebi.ac.uk/efo/efo_0005939,GCST005726,29489655,2
http://www.ebi.ac.uk/efo/efo_0007018,GCST005725,29489655,3
http://www.ebi.ac.uk/efo/efo_0005939,GCST005725,29489655,3
http://www.ebi.ac.uk/efo/efo_0007016,GCST005724,29489655,5
http://www.ebi.ac.uk/efo/efo_0005939,GCST005724,29489655,5
http://www.ebi.ac.uk/efo/efo_0007017,GCST005723,29489655,4
http://www.ebi.ac.uk/efo/efo_0005939,GCST005723,29489655,4
http://www.ebi.ac.uk/efo/efo_0007019,GCST005722,29489655,2
http://www.ebi.ac.uk/efo/efo_0005939,GCST005722,29489655,2
http://www.ebi.ac.uk/efo/efo_0003761,GCST005691,29495898,3
http://www.ebi.ac.uk/efo/efo_0003761,GCST005690,29495898,0
http://www.ebi.ac.uk/efo/efo_0003761,GCST005689,29495898,4
http://www.ebi.ac.uk/efo/efo_0006798,GCST005514,29458411,3
http://www.ebi.ac.uk/efo/efo_0006790,GCST005514,29458411,3
http://www.ebi.ac.uk/efo/efo_0006797,GCST005514,29458411,3
http://www.ebi.ac.uk/efo/efo_0006798,GCST005516,29458411,4
http://www.ebi.ac.uk/efo/efo_0006797,GCST005516,29458411,4
http://www.ebi.ac.uk/efo/efo_0006798,GCST005515,29458411,3
http://www.ebi.ac.uk/efo/efo_0006790,GCST005515,29458411,3
http://www.ebi.ac.uk/efo/efo_0006790,GCST005517,29458411,2
http://www.ebi.ac.uk/efo/efo_0006797,GCST005517,29458411,2
http://www.ebi.ac.uk/efo/efo_0000712,GCST006906,29531354,22
http://www.ebi.ac.uk/efo/efo_0000712,GCST005838,29531354,32
http://www.ebi.ac.uk/efo/efo_0005524,GCST006907,29531354,6
http://purl.obolibrary.org/obo/hp_0002140,GCST006908,29531354,19
http://www.ebi.ac.uk/efo/efo_0005524,GCST005840,29531354,8
http://www.ebi.ac.uk/efo/efo_1001504,GCST005841,29531354,9
http://www.ebi.ac.uk/efo/efo_1001976,GCST005842,29531354,10
http://purl.obolibrary.org/obo/hp_0002140,GCST005843,29531354,28
http://www.ebi.ac.uk/efo/efo_1001504,GCST006909,29531354,2
http://www.ebi.ac.uk/efo/efo_1001976,GCST006910,29531354,5
http://www.ebi.ac.uk/efo/efo_0003884,GCST005648,29545352,40
http://www.ebi.ac.uk/efo/efo_0005653,GCST005648,29545352,40
http://www.ebi.ac.uk/efo/efo_0003884,GCST005649,29545352,14
http://www.ebi.ac.uk/efo/efo_0005116,GCST005649,29545352,14
http://www.ebi.ac.uk/efo/efo_0003884,GCST005650,29545352,259
http://www.ebi.ac.uk/efo/efo_0005653,GCST005650,29545352,259
http://www.ebi.ac.uk/efo/efo_0003884,GCST005651,29545352,9
http://www.ebi.ac.uk/efo/efo_0005116,GCST005651,29545352,9
http://www.ebi.ac.uk/efo/efo_0003884,GCST005666,29545352,4
http://www.ebi.ac.uk/efo/efo_0005116,GCST005666,29545352,4
http://www.ebi.ac.uk/efo/efo_0000685,GCST006807,26272072,0
http://www.ebi.ac.uk/efo/efo_0006527,GCST006807,26272072,0
http://www.ebi.ac.uk/efo/efo_0009460,GCST006807,26272072,0
http://www.ebi.ac.uk/efo/efo_0000685,GCST006410,26272072,15
http://www.ebi.ac.uk/efo/efo_0006527,GCST006410,26272072,15
http://www.ebi.ac.uk/efo/efo_0009459,GCST006410,26272072,15
http://www.ebi.ac.uk/efo/efo_0003761,GCST008583,29531327,0
http://www.ebi.ac.uk/efo/efo_0004363,GCST008583,29531327,0
http://www.ebi.ac.uk/efo/efo_0008354,GCST008583,29531327,0
http://www.ebi.ac.uk/efo/efo_0003761,GCST008584,29531327,0
http://www.ebi.ac.uk/efo/efo_0008354,GCST008584,29531327,0
http://www.ebi.ac.uk/efo/efo_0007797,GCST008584,29531327,0
http://www.ebi.ac.uk/efo/efo_0003761,GCST008585,29531327,0
http://www.ebi.ac.uk/efo/efo_0008354,GCST008585,29531327,0
http://www.ebi.ac.uk/efo/efo_0007797,GCST008585,29531327,0
http://www.ebi.ac.uk/efo/efo_0003761,GCST008586,29531327,0
http://www.ebi.ac.uk/efo/efo_0004363,GCST008586,29531327,0
http://www.ebi.ac.uk/efo/efo_0008354,GCST008586,29531327,0
http://www.ebi.ac.uk/efo/efo_0008354,GCST008587,29531327,0
http://www.ebi.ac.uk/efo/efo_0007797,GCST008587,29531327,0
http://www.ebi.ac.uk/efo/efo_0008354,GCST008588,29531327,0
http://www.ebi.ac.uk/efo/efo_0007797,GCST008588,29531327,0
http://www.ebi.ac.uk/efo/efo_0003761,GCST008589,29531327,0
http://www.ebi.ac.uk/efo/efo_0004363,GCST008589,29531327,0
http://www.ebi.ac.uk/efo/efo_0008354,GCST008589,29531327,0
http://www.ebi.ac.uk/efo/efo_0004363,GCST008590,29531327,0
http://www.ebi.ac.uk/efo/efo_0008354,GCST008590,29531327,0
http://www.ebi.ac.uk/efo/efo_0009176,GCST005924,29551627,1
http://purl.obolibrary.org/obo/go_0031960,GCST005924,29551627,1
http://www.ebi.ac.uk/efo/efo_0004591,GCST005925,29551627,4
http://www.ebi.ac.uk/efo/efo_0005843,GCST005925,29551627,4
http://purl.obolibrary.org/obo/go_0031960,GCST005925,29551627,4
http://www.ebi.ac.uk/efo/efo_0009175,GCST005925,29551627,4
http://www.ebi.ac.uk/efo/efo_0004591,GCST005926,29551627,6
http://www.ebi.ac.uk/efo/efo_0005843,GCST005926,29551627,6
http://purl.obolibrary.org/obo/go_0031960,GCST005926,29551627,6
http://www.ebi.ac.uk/efo/efo_0009175,GCST005926,29551627,6
http://www.ebi.ac.uk/efo/efo_0009176,GCST005927,29551627,1
http://purl.obolibrary.org/obo/go_0031960,GCST005927,29551627,1
http://www.ebi.ac.uk/efo/efo_0000729,GCST005815,29562276,4
http://www.ebi.ac.uk/efo/efo_0009096,GCST005756,29496196,10
http://www.ebi.ac.uk/efo/efo_0009097,GCST005757,29496196,10
http://www.ebi.ac.uk/efo/efo_0009099,GCST005758,29496196,10
http://www.ebi.ac.uk/efo/efo_0009100,GCST005759,29496196,10
http://www.ebi.ac.uk/efo/efo_0009098,GCST005760,29496196,10
http://www.ebi.ac.uk/efo/efo_0004518,GCST005791,29558500,0
http://www.ebi.ac.uk/efo/efo_0005208,GCST005792,29558500,0
http://www.ebi.ac.uk/efo/efo_0004761,GCST005793,29558500,6
http://www.ebi.ac.uk/efo/efo_0004741,GCST005794,29558500,1
http://www.ebi.ac.uk/efo/efo_1001909,GCST005558,29534260,2
http://www.ebi.ac.uk/efo/efo_1000481,GCST005558,29534260,2
http://www.ebi.ac.uk/efo/efo_0004611,GCST007131,29507422,23
http://www.ebi.ac.uk/efo/efo_0004612,GCST007140,29507422,797
http://www.ebi.ac.uk/efo/efo_0004611,GCST007141,29507422,699
http://www.ebi.ac.uk/efo/efo_0004612,GCST007132,29507422,23
http://www.ebi.ac.uk/efo/efo_0004530,GCST007133,29507422,22
http://www.ebi.ac.uk/efo/efo_0004574,GCST007134,29507422,24
http://www.ebi.ac.uk/efo/efo_0004530,GCST007142,29507422,696
http://www.ebi.ac.uk/efo/efo_0004574,GCST007143,29507422,805
http://purl.obolibrary.org/obo/pato_0001422,GCST005762,29615537,0
http://www.ebi.ac.uk/efo/efo_0004340,GCST005769,29615537,3
http://www.ebi.ac.uk/efo/efo_0004458,GCST005770,29615537,0
http://www.ebi.ac.uk/efo/efo_0004518,GCST005771,29615537,0
http://www.ebi.ac.uk/efo/efo_0006336,GCST005772,29615537,3
http://www.ebi.ac.uk/efo/efo_0004312,GCST005773,29615537,0
http://www.ebi.ac.uk/efo/efo_0004326,GCST005774,29615537,1
http://www.ebi.ac.uk/efo/efo_0004348,GCST005775,29615537,1
http://www.ebi.ac.uk/efo/efo_0004612,GCST005776,29615537,8
http://www.ebi.ac.uk/efo/efo_0006335,GCST005777,29615537,2
http://www.ebi.ac.uk/efo/efo_0004574,GCST005781,29615537,6
http://www.ebi.ac.uk/efo/efo_0004530,GCST005780,29615537,10
http://www.ebi.ac.uk/efo/efo_0000249,GCST005779,29615537,0
http://www.ebi.ac.uk/efo/efo_0000275,GCST005778,29615537,0
http://www.ebi.ac.uk/efo/efo_0000311,GCST005768,29615537,0
http://www.ebi.ac.uk/efo/efo_0001645,GCST005767,29615537,2
http://www.ebi.ac.uk/efo/efo_0000400,GCST005766,29615537,1
http://www.ebi.ac.uk/efo/efo_0003144,GCST005765,29615537,0
http://www.ebi.ac.uk/efo/efo_0000712,GCST005764,29615537,0
http://www.ebi.ac.uk/efo/efo_0004468,GCST005763,29615537,2
http://www.ebi.ac.uk/efo/efo_0005676,GCST005853,28779025,3
http://www.ebi.ac.uk/efo/efo_0004268,GCST005853,28779025,3
http://www.ebi.ac.uk/efo/efo_0004268,GCST005854,28779025,0
http://www.ebi.ac.uk/efo/efo_0000482,GCST005859,28779025,3
http://www.ebi.ac.uk/efo/efo_0004268,GCST005859,28779025,3
http://www.ebi.ac.uk/efo/efo_0004268,GCST005852,28779025,0
http://www.ebi.ac.uk/efo/efo_0005221,GCST005855,28779025,1
http://www.ebi.ac.uk/efo/efo_0004268,GCST005855,28779025,1
http://www.ebi.ac.uk/efo/efo_0000482,GCST005860,28779025,3
http://www.ebi.ac.uk/efo/efo_0005221,GCST005860,28779025,3
http://www.ebi.ac.uk/efo/efo_0004268,GCST005860,28779025,3
http://www.ebi.ac.uk/efo/efo_0005842,GCST005856,28779025,1
http://www.ebi.ac.uk/efo/efo_0004268,GCST005856,28779025,1
http://www.ebi.ac.uk/efo/efo_0004606,GCST005857,28779025,0
http://www.ebi.ac.uk/efo/efo_0004268,GCST005857,28779025,0
http://www.ebi.ac.uk/efo/efo_0000182,GCST005858,28779025,0
http://www.ebi.ac.uk/efo/efo_0004268,GCST005858,28779025,0
http://www.ebi.ac.uk/efo/efo_0004357,GCST006138,29703947,45
http://www.ebi.ac.uk/efo/efo_0003956,GCST005556,29581620,0
http://www.ebi.ac.uk/efo/efo_0007887,GCST005809,29559738,3
http://www.ebi.ac.uk/efo/efo_0007911,GCST006796,22833195,0
http://purl.obolibrary.org/obo/go_0009314,GCST005589,29625478,0
http://www.ebi.ac.uk/efo/efo_0009093,GCST005589,29625478,0
http://www.ebi.ac.uk/efo/efo_0008385,GCST005589,29625478,0
http://purl.obolibrary.org/obo/go_0036273,GCST006217,29703846,0
http://www.ebi.ac.uk/efo/efo_0006919,GCST006217,29703846,0
http://www.ebi.ac.uk/efo/efo_0000400,GCST005881,29703844,0
http://www.ebi.ac.uk/efo/efo_0000401,GCST005881,29703844,0
http://www.ebi.ac.uk/efo/efo_0003884,GCST005882,29703844,3
http://www.ebi.ac.uk/efo/efo_0001360,GCST005882,29703844,3
http://www.ebi.ac.uk/efo/efo_0003884,GCST005880,29703844,1
http://www.ebi.ac.uk/efo/efo_0000400,GCST005880,29703844,1
http://www.ebi.ac.uk/efo/efo_0003884,GCST005883,29703844,4
http://www.ebi.ac.uk/efo/efo_0000401,GCST005883,29703844,4
http://www.ebi.ac.uk/efo/efo_0001360,GCST005883,29703844,4
http://www.ebi.ac.uk/efo/efo_0003884,GCST005884,29703844,1
http://www.ebi.ac.uk/efo/efo_0000400,GCST005884,29703844,1
http://www.ebi.ac.uk/efo/efo_0000401,GCST005884,29703844,1
http://www.ebi.ac.uk/efo/efo_0003884,GCST005885,29703844,2
http://www.ebi.ac.uk/efo/efo_0001360,GCST005885,29703844,2
http://www.ebi.ac.uk/efo/efo_0003884,GCST005886,29703844,0
http://www.ebi.ac.uk/efo/efo_0000400,GCST005886,29703844,0
http://www.ebi.ac.uk/efo/efo_0000401,GCST005887,29703844,4
http://www.ebi.ac.uk/efo/efo_0001360,GCST005887,29703844,4
http://www.ebi.ac.uk/efo/efo_0000400,GCST005888,29703844,0
http://www.ebi.ac.uk/efo/efo_0000401,GCST005888,29703844,0
http://www.ebi.ac.uk/efo/efo_0000401,GCST005889,29703844,1
http://www.ebi.ac.uk/efo/efo_0001360,GCST005889,29703844,1
http://www.ebi.ac.uk/efo/efo_0000400,GCST005890,29703844,5
http://www.ebi.ac.uk/efo/efo_0000401,GCST005890,29703844,5
http://www.ebi.ac.uk/efo/efo_0005208,GCST005892,29703844,7
http://www.ebi.ac.uk/efo/efo_0001360,GCST005892,29703844,7
http://www.ebi.ac.uk/efo/efo_0005208,GCST005891,29703844,7
http://www.ebi.ac.uk/efo/efo_0000400,GCST005891,29703844,7
http://www.ebi.ac.uk/efo/efo_0003884,GCST005893,29703844,14
http://www.ebi.ac.uk/efo/efo_0000401,GCST005893,29703844,14
http://www.ebi.ac.uk/efo/efo_0000400,GCST005894,29703844,1
http://www.ebi.ac.uk/efo/efo_0000401,GCST005894,29703844,1
http://www.ebi.ac.uk/efo/efo_0000401,GCST005895,29703844,9
http://www.ebi.ac.uk/efo/efo_0001360,GCST005895,29703844,9
http://www.orpha.net/ordo/orphanet_282,GCST006146,29724592,3
http://purl.obolibrary.org/obo/go_0007610,GCST006146,29724592,3
http://www.ebi.ac.uk/efo/efo_0004847,GCST006147,29724592,5
http://www.orpha.net/ordo/orphanet_282,GCST006147,29724592,5
http://www.orpha.net/ordo/orphanet_282,GCST006148,29724592,12
http://www.ebi.ac.uk/efo/efo_0004847,GCST006149,29724592,6
http://www.orpha.net/ordo/orphanet_282,GCST006149,29724592,6
http://www.orpha.net/ordo/orphanet_282,GCST006150,29724592,0
http://www.ebi.ac.uk/efo/efo_0001072,GCST006151,29724592,6
http://www.orpha.net/ordo/orphanet_282,GCST006151,29724592,6
http://www.ebi.ac.uk/efo/efo_0005425,GCST006152,29724592,2
http://www.orpha.net/ordo/orphanet_282,GCST006152,29724592,2
http://www.ebi.ac.uk/efo/efo_0002508,GCST006153,29724592,3
http://www.orpha.net/ordo/orphanet_282,GCST006153,29724592,3
http://www.orpha.net/ordo/orphanet_282,GCST006154,29724592,6
http://www.ebi.ac.uk/efo/efo_0003761,GCST006041,27479909,47
http://www.ebi.ac.uk/efo/efo_0003885,GCST005710,29521573,0
http://purl.obolibrary.org/obo/go_0035456,GCST005710,29521573,0
http://www.ebi.ac.uk/efo/efo_0004556,GCST005710,29521573,0
http://www.ebi.ac.uk/efo/efo_0003885,GCST005706,29521573,1
http://purl.obolibrary.org/obo/go_0035456,GCST005706,29521573,1
http://www.ebi.ac.uk/efo/efo_0004556,GCST005706,29521573,1
http://www.ebi.ac.uk/efo/efo_0003885,GCST005707,29521573,1
http://purl.obolibrary.org/obo/go_0035456,GCST005707,29521573,1
http://www.ebi.ac.uk/efo/efo_0004556,GCST005707,29521573,1
http://www.ebi.ac.uk/efo/efo_0003885,GCST005708,29521573,1
http://purl.obolibrary.org/obo/go_0035456,GCST005708,29521573,1
http://www.ebi.ac.uk/efo/efo_0004556,GCST005708,29521573,1
http://www.ebi.ac.uk/efo/efo_0003885,GCST005709,29521573,1
http://purl.obolibrary.org/obo/go_0035456,GCST005709,29521573,1
http://www.ebi.ac.uk/efo/efo_0004556,GCST005709,29521573,1
http://www.ebi.ac.uk/efo/efo_0003761,GCST005907,29728651,13
http://www.ebi.ac.uk/efo/efo_0009480,GCST006819,29665250,0
http://www.ebi.ac.uk/efo/efo_0009480,GCST006820,29665250,0
http://www.ebi.ac.uk/efo/efo_0009480,GCST006821,29665250,0
http://www.ebi.ac.uk/efo/efo_0009480,GCST006822,29665250,0
http://www.ebi.ac.uk/efo/efo_0009480,GCST006823,29665250,0
http://www.ebi.ac.uk/efo/efo_0009480,GCST006824,29665250,0
http://www.ebi.ac.uk/efo/efo_0006783,GCST006825,29665250,0
http://www.ebi.ac.uk/efo/efo_0009480,GCST006826,29665250,0
http://www.ebi.ac.uk/efo/efo_0007764,GCST005668,29246731,6
http://www.ebi.ac.uk/efo/efo_0009131,GCST005668,29246731,6
http://www.ebi.ac.uk/efo/efo_0007765,GCST005669,29246731,1
http://www.ebi.ac.uk/efo/efo_0009131,GCST005669,29246731,1
http://www.ebi.ac.uk/efo/efo_0009177,GCST005715,29725004,1
http://www.ebi.ac.uk/efo/efo_0004337,GCST005626,29731509,1
http://www.ebi.ac.uk/efo/efo_0005528,GCST002282,24324551,24
http://www.ebi.ac.uk/efo/efo_0005530,GCST002282,24324551,24
http://www.ebi.ac.uk/efo/efo_0005055,GCST002284,24324551,38
http://www.ebi.ac.uk/efo/efo_0005530,GCST002284,24324551,38
http://www.ebi.ac.uk/efo/efo_0005529,GCST002285,24324551,18
http://www.ebi.ac.uk/efo/efo_0005530,GCST002285,24324551,18
http://www.ebi.ac.uk/efo/efo_0004556,GCST002280,24324551,20
http://www.ebi.ac.uk/efo/efo_0005530,GCST002280,24324551,20
http://www.ebi.ac.uk/efo/efo_0004462,GCST002279,24324551,102
http://www.ebi.ac.uk/efo/efo_0005530,GCST002279,24324551,102
http://www.ebi.ac.uk/efo/efo_0004682,GCST002278,24324551,14
http://www.ebi.ac.uk/efo/efo_0005530,GCST002278,24324551,14
http://www.ebi.ac.uk/efo/efo_0005530,GCST002281,24324551,25
http://www.ebi.ac.uk/efo/efo_0005527,GCST002281,24324551,25
http://www.ebi.ac.uk/efo/efo_1000811,GCST007362,25200001,14
http://www.ebi.ac.uk/efo/efo_1000811,GCST007361,25200001,4
http://www.ebi.ac.uk/efo/efo_0003898,GCST007361,25200001,4
http://www.ebi.ac.uk/efo/efo_0004527,GCST000504,19862010,9
http://www.ebi.ac.uk/efo/efo_0004348,GCST000502,19862010,8
http://www.ebi.ac.uk/efo/efo_0004526,GCST000503,19862010,17
http://www.ebi.ac.uk/efo/efo_0004509,GCST000499,19862010,7
http://www.ebi.ac.uk/efo/efo_0004305,GCST000500,19862010,4
http://www.ebi.ac.uk/efo/efo_0004528,GCST000500,19862010,4
http://www.ebi.ac.uk/efo/efo_0004514,GCST002335,24430505,8
http://www.ebi.ac.uk/efo/efo_0003923,GCST002334,24430505,2
http://www.ebi.ac.uk/efo/efo_0005654,GCST002333,24430505,10
http://www.ebi.ac.uk/efo/efo_0000180,GCST004406,28447399,6
http://www.ebi.ac.uk/efo/efo_0007998,GCST004406,28447399,6
http://www.ebi.ac.uk/efo/efo_0007948,GCST004411,28447399,4
http://www.ebi.ac.uk/efo/efo_0007982,GCST004411,28447399,4
http://www.ebi.ac.uk/efo/efo_0007983,GCST004411,28447399,4
http://www.ebi.ac.uk/efo/efo_0007948,GCST004408,28447399,3
http://www.ebi.ac.uk/efo/efo_0007982,GCST004408,28447399,3
http://www.ebi.ac.uk/efo/efo_0007948,GCST004409,28447399,2
http://www.ebi.ac.uk/efo/efo_0000180,GCST004407,28447399,9
http://www.ebi.ac.uk/efo/efo_0007998,GCST004407,28447399,9
http://www.ebi.ac.uk/efo/efo_0007948,GCST004410,28447399,3
http://www.ebi.ac.uk/efo/efo_0007983,GCST004410,28447399,3
http://www.ebi.ac.uk/efo/efo_0003949,GCST005096,29109912,7
http://www.ebi.ac.uk/efo/efo_0003949,GCST005095,29109912,6
http://www.ebi.ac.uk/efo/efo_0007009,GCST005084,29109912,0
http://www.ebi.ac.uk/efo/efo_0003949,GCST005094,29109912,14
http://www.ebi.ac.uk/efo/efo_0003949,GCST005093,29109912,9
http://www.ebi.ac.uk/efo/efo_0004190,GCST003745,27623284,2
http://www.ebi.ac.uk/efo/efo_0008237,GCST004768,28754176,1
http://www.ebi.ac.uk/efo/efo_0007040,GCST004768,28754176,1
http://www.ebi.ac.uk/efo/efo_0007040,GCST004769,28754176,1
http://www.ebi.ac.uk/efo/efo_0008230,GCST004769,28754176,1
http://www.ebi.ac.uk/efo/efo_0006875,GCST002708,25387708,6
http://www.ebi.ac.uk/efo/efo_0004840,GCST000894,21116278,5
http://www.ebi.ac.uk/efo/efo_0005092,GCST000899,21116278,1
http://www.ebi.ac.uk/efo/efo_0005089,GCST000891,21116278,4
http://www.ebi.ac.uk/efo/efo_0005035,GCST000890,21116278,3
http://www.ebi.ac.uk/efo/efo_0000249,GCST000889,21116278,1
http://www.ebi.ac.uk/efo/efo_0004840,GCST000889,21116278,1
http://www.ebi.ac.uk/efo/efo_0006930,GCST000898,21116278,8
http://www.ebi.ac.uk/efo/efo_0000249,GCST000893,21116278,1
http://www.ebi.ac.uk/efo/efo_0005092,GCST000893,21116278,1
http://www.ebi.ac.uk/efo/efo_0000249,GCST000892,21116278,11
http://www.ebi.ac.uk/efo/efo_0006930,GCST000892,21116278,11
http://www.ebi.ac.uk/efo/efo_0000249,GCST000895,21116278,4
http://www.ebi.ac.uk/efo/efo_0005089,GCST000895,21116278,4
http://www.ebi.ac.uk/efo/efo_0000249,GCST000897,21116278,0
http://www.ebi.ac.uk/efo/efo_0005035,GCST000897,21116278,0
http://www.ebi.ac.uk/efo/efo_0004720,GCST002871,25897833,1
http://www.ebi.ac.uk/efo/efo_0005940,GCST002871,25897833,1
http://www.ebi.ac.uk/efo/efo_0004720,GCST002862,25897833,3
http://www.ebi.ac.uk/efo/efo_0004247,GCST002862,25897833,3
http://purl.obolibrary.org/obo/hp_0000708,GCST002866,25897833,3
http://www.ebi.ac.uk/efo/efo_0004720,GCST002866,25897833,3
http://www.ebi.ac.uk/efo/efo_0004720,GCST002867,25897833,3
http://www.ebi.ac.uk/efo/efo_0005940,GCST002867,25897833,3
http://www.ebi.ac.uk/efo/efo_0004720,GCST002864,25897833,3
http://www.ebi.ac.uk/efo/efo_0004247,GCST002864,25897833,3
http://purl.obolibrary.org/obo/hp_0000708,GCST002863,25897833,2
http://www.ebi.ac.uk/efo/efo_0004720,GCST002863,25897833,2
