	STUDY ACCESSION	DISEASE/TRAIT	Disease trait	Parent term
10279	GCST002091	Angioedema in response to angiotensin-converting enzyme inhibitor	Angioedema in response to angiotensin-converting enzyme inhibitor	Cardiovascular disease
10280	GCST002091	Angioedema in response to angiotensin-converting enzyme inhibitor	Angioedema in response to angiotensin-converting enzyme inhibitor	Response to drug
10281	GCST002089	Intraocular pressure	Intraocular pressure	Other measurement
10282	GCST002088	Asthma (childhood onset)	Asthma (childhood onset)	Other disease
10283	GCST002088	Asthma (childhood onset)	Asthma (childhood onset)	Other disease
10284	GCST002087	Homocysteine levels	Homocysteine levels	Cardiovascular measurement
10285	GCST002057	DNA methylation (parent-of-origin)	DNA methylation (parent-of-origin)	Biological process
10286	GCST002058	DNA methylation (variation)	DNA methylation (variation)	Biological process
10287	GCST002056	Osteosarcoma	Osteosarcoma	Cancer
10288	GCST002055	Cognitive decline	Cognitive decline	Other trait
10289	GCST002055	Cognitive decline	Cognitive decline	Biological process
10290	GCST005563	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Digestive system disorder
10291	GCST005563	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Digestive system disorder
10292	GCST005563	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Immune system disorder
10293	GCST005563	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Immune system disorder
10294	GCST005563	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Immune system disorder
10295	GCST005563	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Other disease
10296	GCST005563	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Immune system disorder
10297	GCST005563	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Primary sclerosing cholangitis associated immune-mediated diseases (Crohn's disease, celiac disease, psoriasis, rheumatoid arthritis, sarcoidosis, type 1 diabetes or ulcerative colitis) (pleiotropy)	Metabolic disorder
10298	GCST006670	Primary sclerosing cholangitis	Primary sclerosing cholangitis	Digestive system disorder
10299	GCST002048	Attention deficit hyperactivity disorder	Attention deficit hyperactivity disorder	Neurological disorder
10300	GCST002046	Response to antidepressant treatment (citalopram)	Response to antidepressant treatment (citalopram)	Response to drug
10301	GCST002039	Blood trace element (Se levels)	Blood trace element (Se levels)	Other measurement
10302	GCST002033	Malaria	Malaria	Digestive system disorder
10303	GCST002029	Temporomandibular joint disorder	Temporomandibular joint disorder	Other disease
10304	GCST002032	Non-small cell lung cancer (survival)	Non-small cell lung cancer (survival)	Other measurement
10305	GCST002032	Non-small cell lung cancer (survival)	Non-small cell lung cancer (survival)	Cancer
10306	GCST002030	Primary tooth development (time to first tooth eruption)	Primary tooth development (time to first tooth eruption)	Biological process
10307	GCST002030	Primary tooth development (time to first tooth eruption)	Primary tooth development (time to first tooth eruption)	Biological process
10308	GCST002028	Serum selenium levels	Serum selenium levels	Other measurement
10309	GCST002027	Red blood cell traits	Red blood cell traits	Hematological measurement
10310	GCST002027	Red blood cell traits	Red blood cell traits	Hematological measurement
10311	GCST002027	Red blood cell traits	Red blood cell traits	Hematological measurement
10312	GCST002027	Red blood cell traits	Red blood cell traits	Hematological measurement
10313	GCST002027	Red blood cell traits	Red blood cell traits	Hematological measurement
10314	GCST002027	Red blood cell traits	Red blood cell traits	Hematological measurement
10315	GCST002027	Red blood cell traits	Red blood cell traits	Hematological measurement
10316	GCST002027	Red blood cell traits	Red blood cell traits	Hematological measurement
10317	GCST002027	Red blood cell traits	Red blood cell traits	Hematological measurement
10318	GCST002026	Coronary arterial lesions in patients with Kawasaki disease	Coronary arterial lesions in patients with Kawasaki disease	Immune system disorder
10319	GCST002026	Coronary arterial lesions in patients with Kawasaki disease	Coronary arterial lesions in patients with Kawasaki disease	Cardiovascular disease
10320	GCST002024	Prostate cancer	Prostate cancer	Cancer
10321	GCST002025	Cystic fibrosis-related diabetes	Cystic fibrosis-related diabetes	Other disease
10322	GCST002025	Cystic fibrosis-related diabetes	Cystic fibrosis-related diabetes	Metabolic disorder
10323	GCST002022	Testicular germ cell tumor	Testicular germ cell tumor	Cancer
10324	GCST002022	Testicular germ cell tumor	Testicular germ cell tumor	Cancer
10325	GCST002040	Blood trace element (Zn levels)	Blood trace element (Zn levels)	Other measurement
10326	GCST002041	Blood trace element (Cu levels)	Blood trace element (Cu levels)	Other measurement
10327	GCST002038	Post-traumatic stress disorder	Post-traumatic stress disorder	Neurological disorder
10328	GCST002037	Post-traumatic stress disorder (asjusted for relatedness)	Post-traumatic stress disorder (asjusted for relatedness)	Neurological disorder
10329	GCST002036	Congenital heart malformation	Congenital heart malformation	Cardiovascular disease
10330	GCST002034	Adverse response to radiation therapy	Adverse response to radiation therapy	Biological process
10331	GCST002035	Congenital heart disease	Congenital heart disease	Cardiovascular disease
10332	GCST002031	Primary tooth development (number of teeth)	Primary tooth development (number of teeth)	Biological process
10333	GCST002023	Testicular germ cell tumor	Testicular germ cell tumor	Cancer
10334	GCST002023	Testicular germ cell tumor	Testicular germ cell tumor	Cancer
10335	GCST002021	Body mass index	Body mass index	Body measurement
10336	GCST002021	Body mass index	Body mass index	Body measurement
10337	GCST002021	Body mass index	Body mass index	Other measurement
10338	GCST002020	Scoliosis	Scoliosis	Other disease
10339	GCST002019	IgE levels	IgE levels	Other measurement
10340	GCST002018	Crohn's disease (time to surgery)	Crohn's disease (time to surgery)	Digestive system disorder
10341	GCST002017	Crohn's disease (need for surgery)	Crohn's disease (need for surgery)	Digestive system disorder
10342	GCST002015	Personality dimensions	Personality dimensions	Other trait
10343	GCST002016	Personality dimensions	Personality dimensions	Other trait
10344	GCST002014	Helicobacter pylori serologic status	Helicobacter pylori serologic status	Other measurement
10345	GCST002013	Menarche (age at onset)	Menarche (age at onset)	Other measurement
10346	GCST001972	Methamphetamine dependence	Methamphetamine dependence	Neurological disorder
10347	GCST001972	Methamphetamine dependence	Methamphetamine dependence	Neurological disorder
10348	GCST001973	Menarche (age at onset)	Menarche (age at onset)	Other measurement
10349	GCST001971	Hypersomnia (HLA-DQB1*06:02 negative)	Hypersomnia (HLA-DQB1*06:02 negative)	Neurological disorder
10350	GCST001970	Menopause (age at onset)	Menopause (age at onset)	Other measurement
10351	GCST001969	Heart rate	Heart rate	Cardiovascular measurement
10352	GCST001967	Body mass index	Body mass index	Body measurement
10353	GCST001967	Body mass index	Body mass index	Body measurement
10354	GCST001967	Body mass index	Body mass index	Other measurement
10355	GCST001968	Interstitial lung disease	Interstitial lung disease	Other disease
10356	GCST001966	Rhegmatogenous retinal detachment	Rhegmatogenous retinal detachment	Neurological disorder
10357	GCST001965	Glycemic traits	Glycemic traits	Metabolic disorder
10358	GCST001963	Alzheimer's disease (late onset)	Alzheimer's disease (late onset)	Neurological disorder
10359	GCST001963	Alzheimer's disease (late onset)	Alzheimer's disease (late onset)	Neurological disorder
10360	GCST001964	Anthropometric traits in newborns	Anthropometric traits in newborns	Other measurement
10361	GCST001964	Anthropometric traits in newborns	Anthropometric traits in newborns	Body measurement
10362	GCST001964	Anthropometric traits in newborns	Anthropometric traits in newborns	Other measurement
10363	GCST001964	Anthropometric traits in newborns	Anthropometric traits in newborns	Other measurement
10364	GCST001964	Anthropometric traits in newborns	Anthropometric traits in newborns	Other trait
10365	GCST001962	Bone mineral density	Bone mineral density	Other measurement
10366	GCST001960	Eating disorders	Eating disorders	Metabolic disorder
10367	GCST001960	Eating disorders	Eating disorders	Neurological disorder
10368	GCST001959	Eating disorders (purging via substances)	Eating disorders (purging via substances)	Metabolic disorder
10369	GCST001958	Bulimia nervosa	Bulimia nervosa	Metabolic disorder
10370	GCST001961	Anorexia nervosa	Anorexia nervosa	Metabolic disorder
10371	GCST001961	Anorexia nervosa	Anorexia nervosa	Metabolic disorder
10372	GCST001957	Obesity (early onset extreme)	Obesity (early onset extreme)	Metabolic disorder
10373	GCST001951	Alzheimer's disease biomarkers	Alzheimer's disease biomarkers	Other measurement
10374	GCST001951	Alzheimer's disease biomarkers	Alzheimer's disease biomarkers	Other measurement
10375	GCST001951	Alzheimer's disease biomarkers	Alzheimer's disease biomarkers	Other measurement
10376	GCST001951	Alzheimer's disease biomarkers	Alzheimer's disease biomarkers	Neurological disorder
10377	GCST001951	Alzheimer's disease biomarkers	Alzheimer's disease biomarkers	Other measurement
10378	GCST001950	Femoral neck bone geometry and menarche (age at onset)	Femoral neck bone geometry and menarche (age at onset)	Other measurement
10379	GCST001952	Self-employment	Self-employment	Other measurement
10380	GCST001947	Alzheimer's disease (late onset)	Alzheimer's disease (late onset)	Neurological disorder
10381	GCST001947	Alzheimer's disease (late onset)	Alzheimer's disease (late onset)	Neurological disorder
10382	GCST001949	Preeclampsia	Preeclampsia	Cardiovascular disease
10383	GCST001948	Anxiety	Anxiety	Other measurement
10384	GCST001948	Anxiety	Anxiety	Other trait
10385	GCST001941	Ovarian cancer	Ovarian cancer	Cancer
10386	GCST001942	Prostate cancer	Prostate cancer	Cancer
10387	GCST001936	Telomere length	Telomere length	Other measurement
10388	GCST001937	Breast cancer	Breast cancer	Cancer
10389	GCST001982	Graves' disease	Graves' disease	Immune system disorder
10390	GCST001981	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	Neurological disorder
10391	GCST001979	Circulating myeloperoxidase levels (serum)	Circulating myeloperoxidase levels (serum)	Cardiovascular measurement
10392	GCST001980	Circulating myeloperoxidase levels (plasma)	Circulating myeloperoxidase levels (plasma)	Cardiovascular measurement
10393	GCST001978	Malignant pleural mesothelioma	Malignant pleural mesothelioma	Cancer
10394	GCST005528	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	Immune system disorder
10395	GCST005528	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	Immune system disorder
10396	GCST005528	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	Juvenile idiopathic arthritis (oligoarticular or rheumatoid factor-negative polyarticular)	Immune system disorder
10397	GCST001976	Bilirubin levels	Bilirubin levels	Other measurement
10398	GCST001977	Diabetic retinopathy	Diabetic retinopathy	Metabolic disorder
10399	GCST001975	Psychosis (methamphetamine induced)	Psychosis (methamphetamine induced)	Neurological disorder
10400	GCST001930	Breast cancer	Breast cancer	Cancer
10401	GCST001924	Chronic kidney disease	Chronic kidney disease	Other disease
10402	GCST001924	Chronic kidney disease	Chronic kidney disease	Other measurement
10403	GCST001924	Chronic kidney disease	Chronic kidney disease	Other measurement
10404	GCST001992	Vitiligo (non-segmental)	Vitiligo (non-segmental)	Immune system disorder
10405	GCST001991	Weight loss (gastric bypass surgery)	Weight loss (gastric bypass surgery)	Other trait
10406	GCST001991	Weight loss (gastric bypass surgery)	Weight loss (gastric bypass surgery)	Other trait
10407	GCST001986	Age-related macular degeneration	Age-related macular degeneration	Neurological disorder
10408	GCST001986	Age-related macular degeneration	Age-related macular degeneration	Neurological disorder
10409	GCST001987	Age-related macular degeneration (extreme sampling)	Age-related macular degeneration (extreme sampling)	Neurological disorder
10410	GCST001990	Age-related macular degeneration (smoking status interaction)	Age-related macular degeneration (smoking status interaction)	Other measurement
10411	GCST001990	Age-related macular degeneration (smoking status interaction)	Age-related macular degeneration (smoking status interaction)	Neurological disorder
10412	GCST001989	Dietary macronutrient intake	Dietary macronutrient intake	Biological process
10413	GCST001988	Dietary macronutrient intake	Dietary macronutrient intake	Biological process
10414	GCST001985	Weight loss (gastric bypass surgery)	Weight loss (gastric bypass surgery)	Other trait
10415	GCST001985	Weight loss (gastric bypass surgery)	Weight loss (gastric bypass surgery)	Other trait
10416	GCST001984	Graves' disease	Graves' disease	Immune system disorder
10417	GCST002010	Esophageal squamous cell cancer (length of survival)	Esophageal squamous cell cancer (length of survival)	Cancer
10418	GCST002010	Esophageal squamous cell cancer (length of survival)	Esophageal squamous cell cancer (length of survival)	Other measurement
10419	GCST002010	Esophageal squamous cell cancer (length of survival)	Esophageal squamous cell cancer (length of survival)	Cancer
10420	GCST002011	Bone mineral density	Bone mineral density	Other measurement
10421	GCST002012	Venous thromboembolism	Venous thromboembolism	Cardiovascular disease
10422	GCST001854	Retinopathy in non-diabetics	Retinopathy in non-diabetics	Neurological disorder
10423	GCST001853	Circulating vasoactive peptide levels	Circulating vasoactive peptide levels	Cardiovascular measurement
10424	GCST001851	Schizophrenia	Schizophrenia	Neurological disorder
10425	GCST001852	Metabolite levels	Metabolite levels	Other trait
10426	GCST001852	Metabolite levels	Metabolite levels	Other measurement
10427	GCST001852	Metabolite levels	Metabolite levels	Liver enzyme measurement
10428	GCST001852	Metabolite levels	Metabolite levels	Cardiovascular measurement
10429	GCST001852	Metabolite levels	Metabolite levels	Lipid or lipoprotein measurement
10430	GCST001852	Metabolite levels	Metabolite levels	Lipid or lipoprotein measurement
10431	GCST001852	Metabolite levels	Metabolite levels	Lipid or lipoprotein measurement
10432	GCST001852	Metabolite levels	Metabolite levels	Other measurement
10433	GCST001852	Metabolite levels	Metabolite levels	Other measurement
10434	GCST001852	Metabolite levels	Metabolite levels	Other measurement
10435	GCST001852	Metabolite levels	Metabolite levels	Other measurement
10436	GCST001852	Metabolite levels	Metabolite levels	Other measurement
10437	GCST001852	Metabolite levels	Metabolite levels	Other measurement
10438	GCST001852	Metabolite levels	Metabolite levels	Other measurement
10439	GCST001852	Metabolite levels	Metabolite levels	Other measurement
10440	GCST001852	Metabolite levels	Metabolite levels	Other measurement
10441	GCST001852	Metabolite levels	Metabolite levels	Other measurement
10442	GCST001850	Major depressive disorder	Major depressive disorder	Neurological disorder
10443	GCST001848	IgG glycosylation	IgG glycosylation	Other measurement
10444	GCST001846	Bilirubin levels	Bilirubin levels	Other measurement
10445	GCST001845	Coronary heart disease	Coronary heart disease	Cardiovascular disease
10446	GCST001847	Urinary symptoms in response to radiotherapy in prostate cancer	Urinary symptoms in response to radiotherapy in prostate cancer	Cancer
10447	GCST001847	Urinary symptoms in response to radiotherapy in prostate cancer	Urinary symptoms in response to radiotherapy in prostate cancer	Biological process
10448	GCST001847	Urinary symptoms in response to radiotherapy in prostate cancer	Urinary symptoms in response to radiotherapy in prostate cancer	Other trait
10449	GCST001849	IgG glycosylation	IgG glycosylation	Other measurement
10450	GCST001865	Aortic-valve calcification	Aortic-valve calcification	Cardiovascular disease
10451	GCST001863	Beta-2 microglubulin plasma levels	Beta-2 microglubulin plasma levels	Other measurement
10452	GCST001861	Confectionary intake	Confectionary intake	Biological process
10453	GCST001862	Sickle cell anemia (haemolysis)	Sickle cell anemia (haemolysis)	Neurological disorder
10454	GCST001860	Multiple sclerosis	Multiple sclerosis	Immune system disorder
10455	GCST001859	Thiazide-induced adverse metabolic effects in hypertensive patients	Thiazide-induced adverse metabolic effects in hypertensive patients	Response to drug
10456	GCST001859	Thiazide-induced adverse metabolic effects in hypertensive patients	Thiazide-induced adverse metabolic effects in hypertensive patients	Lipid or lipoprotein measurement
10457	GCST001859	Thiazide-induced adverse metabolic effects in hypertensive patients	Thiazide-induced adverse metabolic effects in hypertensive patients	Other measurement
10458	GCST001857	HIV-1 susceptibility	HIV-1 susceptibility	Immune system disorder
10459	GCST001857	HIV-1 susceptibility	HIV-1 susceptibility	Other disease
10460	GCST001858	Refractive error	Refractive error	Other trait
10461	GCST001856	Thyroid hormone levels	Thyroid hormone levels	Other measurement
10462	GCST001856	Thyroid hormone levels	Thyroid hormone levels	Other measurement
10463	GCST001856	Thyroid hormone levels	Thyroid hormone levels	Other measurement
10464	GCST001855	Response to antiplatelet therapy	Response to antiplatelet therapy	Biological process
10465	GCST001894	Endometriosis	Endometriosis	Other disease
10466	GCST001891	Multiple sclerosis (OCB status)	Multiple sclerosis (OCB status)	Immune system disorder
10467	GCST001891	Multiple sclerosis (OCB status)	Multiple sclerosis (OCB status)	Other measurement
10468	GCST001892	Multiple sclerosis (OCB status)	Multiple sclerosis (OCB status)	Immune system disorder
10469	GCST001892	Multiple sclerosis (OCB status)	Multiple sclerosis (OCB status)	Other measurement
10470	GCST001893	Electrocardiographic conduction measures	Electrocardiographic conduction measures	Cardiovascular measurement
10471	GCST001893	Electrocardiographic conduction measures	Electrocardiographic conduction measures	Cardiovascular measurement
10472	GCST001893	Electrocardiographic conduction measures	Electrocardiographic conduction measures	Cardiovascular measurement
10473	GCST001893	Electrocardiographic conduction measures	Electrocardiographic conduction measures	Cardiovascular measurement
10474	GCST001893	Electrocardiographic conduction measures	Electrocardiographic conduction measures	Cardiovascular measurement
10475	GCST001890	QT interval (drug interaction)	QT interval (drug interaction)	Cardiovascular measurement
10476	GCST001890	QT interval (drug interaction)	QT interval (drug interaction)	Response to drug
10477	GCST001890	QT interval (drug interaction)	QT interval (drug interaction)	Response to drug
10478	GCST001890	QT interval (drug interaction)	QT interval (drug interaction)	Response to drug
10479	GCST001889	Brain connectivity	Brain connectivity	Other measurement
10480	GCST001888	Periodontitis	Periodontitis	Digestive system disorder
10481	GCST001884	Age-related macular degeneration	Age-related macular degeneration	Neurological disorder
10482	GCST001884	Age-related macular degeneration	Age-related macular degeneration	Neurological disorder
10483	GCST001887	Monocyte count	Monocyte count	Hematological measurement
10484	GCST001918	Pulmonary function in asthmatics	Pulmonary function in asthmatics	Other measurement
10485	GCST001918	Pulmonary function in asthmatics	Pulmonary function in asthmatics	Other measurement
10486	GCST001918	Pulmonary function in asthmatics	Pulmonary function in asthmatics	Other measurement
10487	GCST001918	Pulmonary function in asthmatics	Pulmonary function in asthmatics	Other disease
10488	GCST001919	Type 2 diabetes	Type 2 diabetes	Metabolic disorder
10489	GCST001916	Breast Cancer in BRCA1 mutation carriers	Breast Cancer in BRCA1 mutation carriers	Cancer
10490	GCST001916	Breast Cancer in BRCA1 mutation carriers	Breast Cancer in BRCA1 mutation carriers	Other measurement
10491	GCST001917	Ovarian cancer in BRCA1 mutation carriers	Ovarian cancer in BRCA1 mutation carriers	Other measurement
10492	GCST001917	Ovarian cancer in BRCA1 mutation carriers	Ovarian cancer in BRCA1 mutation carriers	Cancer
10493	GCST001915	Alzheimer's disease (cognitive decline)	Alzheimer's disease (cognitive decline)	Neurological disorder
10494	GCST001914	Estradiol plasma levels (breast cancer)	Estradiol plasma levels (breast cancer)	Other measurement
10495	GCST001913	Venous thromboembolism (SNP x SNP interaction)	Venous thromboembolism (SNP x SNP interaction)	Cardiovascular disease
10496	GCST001912	Acute lymphoblastic leukemia (childhood)	Acute lymphoblastic leukemia (childhood)	Cancer
10497	GCST001911	Asthma (bronchodilator response)	Asthma (bronchodilator response)	Response to drug
10498	GCST001911	Asthma (bronchodilator response)	Asthma (bronchodilator response)	Other disease
10499	GCST001909	Narcolepsy with cataplexy	Narcolepsy with cataplexy	Neurological disorder
10500	GCST001910	Aspirin hydrolysis (plasma)	Aspirin hydrolysis (plasma)	Other measurement
10501	GCST001908	Pulmonary arterial hypertension (without BMPR2 mutations)	Pulmonary arterial hypertension (without BMPR2 mutations)	Cardiovascular disease
10502	GCST001906	Multiple myeloma (IgH translocation)	Multiple myeloma (IgH translocation)	Cancer
10503	GCST001907	Multiple myeloma (hyperdiploidy)	Multiple myeloma (hyperdiploidy)	Cancer
10504	GCST001905	Hypertriglyceridemia	Hypertriglyceridemia	Metabolic disorder
10505	GCST001905	Hypertriglyceridemia	Hypertriglyceridemia	Lipid or lipoprotein measurement
10506	GCST001875	Pubertal anthropometrics	Pubertal anthropometrics	Body measurement
10507	GCST001875	Pubertal anthropometrics	Pubertal anthropometrics	Body measurement
10508	GCST001875	Pubertal anthropometrics	Pubertal anthropometrics	Biological process
10509	GCST001873	Red blood cell traits	Red blood cell traits	Hematological measurement
10510	GCST001873	Red blood cell traits	Red blood cell traits	Hematological measurement
10511	GCST001873	Red blood cell traits	Red blood cell traits	Hematological measurement
10512	GCST001873	Red blood cell traits	Red blood cell traits	Hematological measurement
10513	GCST001873	Red blood cell traits	Red blood cell traits	Hematological measurement
10514	GCST001873	Red blood cell traits	Red blood cell traits	Hematological measurement
10515	GCST001873	Red blood cell traits	Red blood cell traits	Hematological measurement
10516	GCST001873	Red blood cell traits	Red blood cell traits	Hematological measurement
10517	GCST001873	Red blood cell traits	Red blood cell traits	Hematological measurement
10518	GCST001872	Presence of antiphospholipid antibodies	Presence of antiphospholipid antibodies	Other measurement
10519	GCST001870	Bone mineral density	Bone mineral density	Other measurement
10520	GCST001871	Renal transplant outcome	Renal transplant outcome	Other measurement
10521	GCST001869	Breast cancer (menopausal hormone therapy interaction)	Breast cancer (menopausal hormone therapy interaction)	Cancer
10522	GCST001869	Breast cancer (menopausal hormone therapy interaction)	Breast cancer (menopausal hormone therapy interaction)	Other trait
10523	GCST001867	Chronic hepatitis C infection	Chronic hepatitis C infection	Digestive system disorder
10524	GCST001866	Mathematical ability in children with dyslexia	Mathematical ability in children with dyslexia	Biological process
10525	GCST001868	Alzheimer's disease biomarkers	Alzheimer's disease biomarkers	Other measurement
10526	GCST001868	Alzheimer's disease biomarkers	Alzheimer's disease biomarkers	Other measurement
10527	GCST001868	Alzheimer's disease biomarkers	Alzheimer's disease biomarkers	Other measurement
10528	GCST001868	Alzheimer's disease biomarkers	Alzheimer's disease biomarkers	Neurological disorder
10529	GCST001868	Alzheimer's disease biomarkers	Alzheimer's disease biomarkers	Other measurement
10530	GCST001864	Mitral annular calcification	Mitral annular calcification	Other trait
10531	GCST001886	Melanoma	Melanoma	Cancer
10532	GCST001883	Alcohol dependence	Alcohol dependence	Other measurement
10533	GCST001883	Alcohol dependence	Alcohol dependence	Neurological disorder
10534	GCST001882	Metabolite levels	Metabolite levels	Other trait
10535	GCST001882	Metabolite levels	Metabolite levels	Other measurement
10536	GCST001882	Metabolite levels	Metabolite levels	Liver enzyme measurement
10537	GCST001882	Metabolite levels	Metabolite levels	Cardiovascular measurement
10538	GCST001882	Metabolite levels	Metabolite levels	Lipid or lipoprotein measurement
10539	GCST001882	Metabolite levels	Metabolite levels	Lipid or lipoprotein measurement
10540	GCST001882	Metabolite levels	Metabolite levels	Lipid or lipoprotein measurement
10541	GCST001882	Metabolite levels	Metabolite levels	Other measurement
10542	GCST001882	Metabolite levels	Metabolite levels	Other measurement
10543	GCST001882	Metabolite levels	Metabolite levels	Other measurement
10544	GCST001882	Metabolite levels	Metabolite levels	Other measurement
10545	GCST001882	Metabolite levels	Metabolite levels	Other measurement
10546	GCST001882	Metabolite levels	Metabolite levels	Other measurement
10547	GCST001882	Metabolite levels	Metabolite levels	Other measurement
10548	GCST001882	Metabolite levels	Metabolite levels	Other measurement
10549	GCST001882	Metabolite levels	Metabolite levels	Other measurement
10550	GCST001882	Metabolite levels	Metabolite levels	Other measurement
10551	GCST001879	Breast cancer	Breast cancer	Cancer
10552	GCST001881	Myopia (pathological)	Myopia (pathological)	Other trait
10553	GCST001880	Addiction	Addiction	Neurological disorder
10554	GCST001876	Pubertal anthropometrics	Pubertal anthropometrics	Body measurement
10555	GCST001876	Pubertal anthropometrics	Pubertal anthropometrics	Body measurement
10556	GCST001876	Pubertal anthropometrics	Pubertal anthropometrics	Biological process
10557	GCST001878	Coronary arterial lesions in patients with Kawasaki disease	Coronary arterial lesions in patients with Kawasaki disease	Immune system disorder
10558	GCST001878	Coronary arterial lesions in patients with Kawasaki disease	Coronary arterial lesions in patients with Kawasaki disease	Cardiovascular disease
10559	GCST001874	Alcohol dependence	Alcohol dependence	Other measurement
10560	GCST001874	Alcohol dependence	Alcohol dependence	Neurological disorder
10561	GCST001904	HDL cholesterol	HDL cholesterol	Lipid or lipoprotein measurement
10562	GCST001903	Central corneal thickness	Central corneal thickness	Other measurement
10563	GCST001903	Central corneal thickness	Central corneal thickness	Other measurement
10564	GCST001902	Coronary artery calcification	Coronary artery calcification	Other trait
10565	GCST001900	Cervical cancer	Cervical cancer	Cancer
10566	GCST001901	Response to irinotecan and platinum-based chemotherapy in non-small-cell lung cancer	Response to irinotecan and platinum-based chemotherapy in non-small-cell lung cancer	Response to drug
10567	GCST001901	Response to irinotecan and platinum-based chemotherapy in non-small-cell lung cancer	Response to irinotecan and platinum-based chemotherapy in non-small-cell lung cancer	Cancer
10568	GCST001899	Age-related macular degeneration	Age-related macular degeneration	Neurological disorder
10569	GCST001899	Age-related macular degeneration	Age-related macular degeneration	Neurological disorder
10570	GCST001897	Pit-and-Fissure caries	Pit-and-Fissure caries	Digestive system disorder
10571	GCST001896	Smooth-surface caries	Smooth-surface caries	Digestive system disorder
10572	GCST001898	Refractive error	Refractive error	Other trait
10573	GCST001895	Response to dabigatran etexilate treatment	Response to dabigatran etexilate treatment	Response to drug
10574	GCST001842	Drinking behavior	Drinking behavior	Biological process
10575	GCST001844	Dietary macronutrient intake	Dietary macronutrient intake	Biological process
10576	GCST001843	Type 2 diabetes (dietary heme iron intake interaction)	Type 2 diabetes (dietary heme iron intake interaction)	Metabolic disorder
10577	GCST001843	Type 2 diabetes (dietary heme iron intake interaction)	Type 2 diabetes (dietary heme iron intake interaction)	Other measurement
10578	GCST001837	Intelligence (childhood)	Intelligence (childhood)	Biological process
10579	GCST001839	Schizophrenia	Schizophrenia	Neurological disorder
10580	GCST001833	Schizophrenia (cytomegalovirus infection interaction)	Schizophrenia (cytomegalovirus infection interaction)	Neurological disorder
10581	GCST001833	Schizophrenia (cytomegalovirus infection interaction)	Schizophrenia (cytomegalovirus infection interaction)	Other disease
10582	GCST001835	Response to cholinesterase inhibitors in Alzheimer's disease	Response to cholinesterase inhibitors in Alzheimer's disease	Response to drug
